cep	status	bairro_sugerido	bairro_principal	clientes_total	clientes_alterar	clientes_provaveis	clientes_excecao	confianca	alteraveis	provaveis	excecoes	todas_variacoes
74485620	SEGURO	MIRABEL	JARDIM MIRABEL	1	1	0	0	100.0	JARDIM MIRABEL (1)			JARDIM MIRABEL (1)
74485851	SEGURO	GOIA IV	GOIÁ IV	1	1	0	0	100.0	GOIÁ IV (1)			GOIÁ IV (1)
74485852	SEGURO	GOIA IV	BAIRRO GOIÁ IV	1	1	0	0	100.0	BAIRRO GOIÁ IV (1)			BAIRRO GOIÁ IV (1)
74485856	SEGURO	GOIA IV	GOIÁ IV	1	1	0	0	100.0	GOIÁ IV (1)			GOIÁ IV (1)
74486115	SEGURO	GOIA SETOR VELOSO	GOIÁ SETOR VELOSO	1	1	0	0	100.0	GOIÁ SETOR VELOSO (1)			GOIÁ SETOR VELOSO (1)
74486205	SEGURO	GOIA II COMPLEMENTO	GOIÁ II COMPLEMENTO	1	1	0	0	100.0	GOIÁ II COMPLEMENTO (1)			GOIÁ II COMPLEMENTO (1)
74486215	SEGURO	GOIA 2 COMPLMENTO	GOIÁ 2 COMPLMENTO	1	1	0	0	100.0	GOIÁ 2 COMPLMENTO (1)			GOIÁ 2 COMPLMENTO (1)
74486310	REVISAR	SOLANGE PARQUE COMPLEMENTO	SOLANGE PARQUE COMPLEMENTO	4	3	0	1	75.0	SOLANGE PARQUE COMPLEMENTO (3)		SOLANGE PARQUE (1) [66.67%]	SOLANGE PARQUE COMPLEMENTO (3) | SOLANGE PARQUE (1)
74487000	SEGURO	RESIDENCIAL SAO MARCOS	RESIDENCIAL SÃO MARCOS	1	1	0	0	100.0	RESIDENCIAL SÃO MARCOS (1)			RESIDENCIAL SÃO MARCOS (1)
74487005	BLOQUEADO	RESIDENCIAL SAO MARCOS	RESIDENCIAL SÃO MARCOS	3	2	0	1	66.67	RESIDENCIAL SÃO MARCOS (2)		SETOR MARABÁ (1) [13.64%]	RESIDENCIAL SÃO MARCOS (2) | SETOR MARABÁ (1)
74487010	SEGURO	RESIDENCIAL SAO MARCOS	RESIDENCIAL SÃO MARCOS	2	2	0	0	100.0	RESIDENCIAL SÃO MARCOS (2)			RESIDENCIAL SÃO MARCOS (2)
74487060	SEGURO	RESIDENCIAL SAO MARCOS	RESIDENCIAL SÃO MARCOS	1	1	0	0	100.0	RESIDENCIAL SÃO MARCOS (1)			RESIDENCIAL SÃO MARCOS (1)
74487065	SEGURO	RESIDENCIAL SAO MARCOS	RESIDENCIAL SÃO MARCOS	1	1	0	0	100.0	RESIDENCIAL SÃO MARCOS (1)			RESIDENCIAL SÃO MARCOS (1)
74487095	SEGURO	RESIDENCIAL SAO MARCOS	RESIDENCIAL SÃO MARCOS	1	1	0	0	100.0	RESIDENCIAL SÃO MARCOS (1)			RESIDENCIAL SÃO MARCOS (1)
74487115	SEGURO	RESIDENCIAL SAO MARCOS	RESIDENCIAL SÃO MARCOS	3	3	0	0	100.0	RESIDENCIAL SÃO MARCOS (3)			RESIDENCIAL SÃO MARCOS (3)
74487120	SEGURO	RESIDENCIAL SAO MARCOS	Residencial São Marcos	2	2	0	0	50.0	Residencial São Marcos (1) | RESIDENCIAL SÃO MARCOS (1)			Residencial São Marcos (1) | RESIDENCIAL SÃO MARCOS (1)
74487130	SEGURO	RESIDENCIAL SAO MARCOS	RESIDENCIAL SAO MARCOS	1	1	0	0	100.0	RESIDENCIAL SAO MARCOS (1)			RESIDENCIAL SAO MARCOS (1)
74487150	REVISAR	RESIDENCIAL SAO MARCOS	RESIDENCIAL SÃO MARCOS	5	4	0	1	80.0	RESIDENCIAL SÃO MARCOS (4)		SETOR MARABÁ (1) [13.64%]	RESIDENCIAL SÃO MARCOS (4) | SETOR MARABÁ (1)
74487160	SEGURO	RESIDENCIA SAO MARCOS	RESIDENCIA SÃO MARCOS	1	1	0	0	100.0	RESIDENCIA SÃO MARCOS (1)			RESIDENCIA SÃO MARCOS (1)
74487720	SEGURO	CURITIBA 1	Jardim Curitiba 1	1	1	0	0	100.0	Jardim Curitiba 1 (1)			Jardim Curitiba 1 (1)
74490110	SEGURO	LIBERDADE	JARDIM LIBERDADE	1	1	0	0	100.0	JARDIM LIBERDADE (1)			JARDIM LIBERDADE (1)
74490215	SEGURO	ELDORADO OESTE	PARQUE ELDORADO OESTE	1	1	0	0	100.0	PARQUE ELDORADO OESTE (1)			PARQUE ELDORADO OESTE (1)
74490233	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	1	1	0	0	100.0	CONJUNTO VERA CRUZ (1)			CONJUNTO VERA CRUZ (1)
74490237	SEGURO	ELDORADO OESTE	PARQUE ELDORADO OESTE	1	1	0	0	100.0	PARQUE ELDORADO OESTE (1)			PARQUE ELDORADO OESTE (1)
74490239	SEGURO	ELDORADO OESTE	PARQUE ELDORADO OESTE	1	1	0	0	100.0	PARQUE ELDORADO OESTE (1)			PARQUE ELDORADO OESTE (1)
74490271	SEGURO	ELDORADO OESTE	PARQUE ELDORADO OESTE	1	1	0	0	100.0	PARQUE ELDORADO OESTE (1)			PARQUE ELDORADO OESTE (1)
74490281	SEGURO	ELDORADO OESTE	PARQUE ELDORADO OESTE	1	1	0	0	100.0	PARQUE ELDORADO OESTE (1)			PARQUE ELDORADO OESTE (1)
74490283	SEGURO	ELDORADO OESTE	PARQUE ELDORADO OESTE	1	1	0	0	100.0	PARQUE ELDORADO OESTE (1)			PARQUE ELDORADO OESTE (1)
74490285	SEGURO	RESIDENCIAL ANA MORAES	RESIDENCIAL ANA MORAES	1	1	0	0	100.0	RESIDENCIAL ANA MORAES (1)			RESIDENCIAL ANA MORAES (1)
74490287	SEGURO	ELDORADO OESTE	PARQUE ELDORADO OESTE	1	1	0	0	100.0	PARQUE ELDORADO OESTE (1)			PARQUE ELDORADO OESTE (1)
74490297	SEGURO	ELDORADO OESTE	PARQUE ELDORADO OESTE	2	2	0	0	100.0	PARQUE ELDORADO OESTE (2)			PARQUE ELDORADO OESTE (2)
74490450	SEGURO	CURITIBA IV	JARDIM CURITIBA IV	1	1	0	0	100.0	JARDIM CURITIBA IV (1)			JARDIM CURITIBA IV (1)
74490855	SEGURO	RES BERTIN BELCHIOR	RES BERTIN BELCHIOR	1	1	0	0	100.0	RES BERTIN BELCHIOR (1)			RES BERTIN BELCHIOR (1)
74491115	SEGURO	RESIDENCIAL ANA MORAES	RESIDENCIAL ANA MORAES	1	1	0	0	100.0	RESIDENCIAL ANA MORAES (1)			RESIDENCIAL ANA MORAES (1)
74491130	REVISAR	RESIDENCIAL ANA MORAES	RESIDENCIAL ANA MORAES	5	4	1	0	80.0	RESIDENCIAL ANA MORAES (4)	RESIDENCIAL ANA MORAIS (1) [95.45%]		RESIDENCIAL ANA MORAES (4) | RESIDENCIAL ANA MORAIS (1)
74491135	SEGURO	RESIDENCIAL ANA MORAES	RESIDENCIAL ANA MORAES	1	1	0	0	100.0	RESIDENCIAL ANA MORAES (1)			RESIDENCIAL ANA MORAES (1)
74491469	BLOQUEADO	NOVO MUNDO	JARDIM NOVO MUNDO	2	1	0	1	50.0	JARDIM NOVO MUNDO (1)		RESIDENCIAL MUNDO NOVO 3 (1) [50.0%]	JARDIM NOVO MUNDO (1) | RESIDENCIAL MUNDO NOVO 3 (1)
74491735	SEGURO	MANSOES PARAISO	MANSÕES PARAISO	1	1	0	0	100.0	MANSÕES PARAISO (1)			MANSÕES PARAISO (1)
74491792	SEGURO	RESIDENCIAL MUNDO NOVO 2	RESIDENCIAL MUNDO NOVO 2	1	1	0	0	100.0	RESIDENCIAL MUNDO NOVO 2 (1)			RESIDENCIAL MUNDO NOVO 2 (1)
74492020	SEGURO	RESIDENCIAL SERRA AZUL ETAPA I	RESIDENCIAL SERRA AZUL ETAPA I	1	1	0	0	100.0	RESIDENCIAL SERRA AZUL ETAPA I (1)			RESIDENCIAL SERRA AZUL ETAPA I (1)
74492025	SEGURO	RESIDENCIAL SERRA AZUL ETAPA 1	RESIDENCIAL SERRA AZUL ETAPA 1	1	1	0	0	100.0	RESIDENCIAL SERRA AZUL ETAPA 1 (1)			RESIDENCIAL SERRA AZUL ETAPA 1 (1)
74492030	BLOQUEADO	RESIDENCIAL SERRA AZUL ETAPA I	RESIDENCIAL SERRA AZUL ETAPA I	3	2	0	1	66.67	RESIDENCIAL SERRA AZUL ETAPA I (2)		RESIDENCIAL SERRA AZUL (1) [73.33%]	RESIDENCIAL SERRA AZUL ETAPA I (2) | RESIDENCIAL SERRA AZUL (1)
74492035	SEGURO	RESIDENCIAL SERRA AZUL ETAPA I	RESIDENCIAL SERRA AZUL ETAPA I	1	1	0	0	100.0	RESIDENCIAL SERRA AZUL ETAPA I (1)			RESIDENCIAL SERRA AZUL ETAPA I (1)
74492040	SEGURO	RESIDENCIAL SERRA AZUL ETAPA I	RESIDENCIAL SERRA AZUL ETAPA I	1	1	0	0	100.0	RESIDENCIAL SERRA AZUL ETAPA I (1)			RESIDENCIAL SERRA AZUL ETAPA I (1)
74492055	SEGURO	RESIDENCIAL SERRA AZUL	RESIDENCIAL SERRA AZUL	1	1	0	0	100.0	RESIDENCIAL SERRA AZUL (1)			RESIDENCIAL SERRA AZUL (1)
74492060	SEGURO	RESIDENCIAL SERRA AZUL I	RESIDENCIAL SERRA AZUL I	1	1	0	0	100.0	RESIDENCIAL SERRA AZUL I (1)			RESIDENCIAL SERRA AZUL I (1)
74492070	SEGURO	RESIDENCIAL SERRA AZUL ETAPA I	RESIDENCIAL SERRA AZUL ETAPA I	1	1	0	0	100.0	RESIDENCIAL SERRA AZUL ETAPA I (1)			RESIDENCIAL SERRA AZUL ETAPA I (1)
74492135	SEGURO	RESIDENCIAL PORTINARI	RESIDENCIAL PORTINARI	1	1	0	0	100.0	RESIDENCIAL PORTINARI (1)			RESIDENCIAL PORTINARI (1)
74492140	SEGURO	RESIDENCIAL PORTINARI	RESIDENCIAL PORTINARI	2	2	0	0	100.0	RESIDENCIAL PORTINARI (2)			RESIDENCIAL PORTINARI (2)
74492165	SEGURO	RESIDENCIAL PORTINARI	RESIDENCIAL PORTINARI	4	4	0	0	100.0	RESIDENCIAL PORTINARI (4)			RESIDENCIAL PORTINARI (4)
74492185	SEGURO	RESIDENCIAL PORTINARI	RESIDENCIAL PORTINARI	2	2	0	0	100.0	RESIDENCIAL PORTINARI (2)			RESIDENCIAL PORTINARI (2)
74492200	SEGURO	RESIDENCIAL PORTINARI	RESIDENCIAL PORTINARI	3	3	0	0	100.0	RESIDENCIAL PORTINARI (3)			RESIDENCIAL PORTINARI (3)
74492205	SEGURO	RESIDENCIAL PORTINARI	RESIDENCIAL PORTINARI	3	3	0	0	100.0	RESIDENCIAL PORTINARI (3)			RESIDENCIAL PORTINARI (3)
74492225	SEGURO	IMPERIAL	JARDIM IMPERIAL	1	1	0	0	100.0	JARDIM IMPERIAL (1)			JARDIM IMPERIAL (1)
74492230	SEGURO	IMPERIAL	JARDIM IMPERIAL	1	1	0	0	100.0	JARDIM IMPERIAL (1)			JARDIM IMPERIAL (1)
74492295	SEGURO	RESIDENCIAL SERRA AZUL II	RESIDENCIAL SERRA AZUL II	1	1	0	0	100.0	RESIDENCIAL SERRA AZUL II (1)			RESIDENCIAL SERRA AZUL II (1)
74492338	SEGURO	RESIDENCIAL SAN MARINO	RESIDENCIAL SAN MARINO	2	2	0	0	100.0	RESIDENCIAL SAN MARINO (2)			RESIDENCIAL SAN MARINO (2)
74492359	SEGURO	RESIDENCIAL SAN MARINO	RESIDENCIAL SAN MARINO	1	1	0	0	100.0	RESIDENCIAL SAN MARINO (1)			RESIDENCIAL SAN MARINO (1)
74492405	SEGURO	RESIDENCIAL SANTA EFIGENIA	RESIDENCIAL SANTA EFIGÊNIA	3	3	0	0	100.0	RESIDENCIAL SANTA EFIGÊNIA (3)			RESIDENCIAL SANTA EFIGÊNIA (3)
74492411	SEGURO	RESIDENCIAL SANTA EFIGENIA	RESIDENCIAL SANTA EFIGÊNIA	1	1	0	0	100.0	RESIDENCIAL SANTA EFIGÊNIA (1)			RESIDENCIAL SANTA EFIGÊNIA (1)
74492413	SEGURO	RESIDENCIAL SANTA EFIGENIA	RESIDENCIAL SANTA EFIGÊNIA	1	1	0	0	100.0	RESIDENCIAL SANTA EFIGÊNIA (1)			RESIDENCIAL SANTA EFIGÊNIA (1)
74492423	SEGURO	RESIDENCIAL SANTA EFIGENIA	RESIDENCIAL SANTA EFIGENIA	3	3	0	0	66.67	RESIDENCIAL SANTA EFIGENIA (2) | RESIDENCIAL SANTA EFIGÊNIA (1)			RESIDENCIAL SANTA EFIGENIA (2) | RESIDENCIAL SANTA EFIGÊNIA (1)
74492451	SEGURO	RESIDENCIAL SANTA EFIGENIA	RESIDENCIAL SANTA EFIGÊNIA	1	1	0	0	100.0	RESIDENCIAL SANTA EFIGÊNIA (1)			RESIDENCIAL SANTA EFIGÊNIA (1)
74492706	BLOQUEADO	FAZENDA SANTA RITA QUADRA 01	FAZENDA SANTA RITA QUADRA 01	2	1	0	1	50.0	FAZENDA SANTA RITA QUADRA 01 (1)		JARDIM MIRABEL (1) [10.71%]	FAZENDA SANTA RITA QUADRA 01 (1) | JARDIM MIRABEL (1)
74493060	REVISAR	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	4	3	0	1	75.0	CONJUNTO VERA CRUZ (3)		MONTE PASCOAL (1) [33.33%]	CONJUNTO VERA CRUZ (3) | MONTE PASCOAL (1)
74493130	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	1	1	0	0	100.0	CONJUNTO VERA CRUZ (1)			CONJUNTO VERA CRUZ (1)
74493750	BLOQUEADO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	2	1	1	0	50.0	CONJUNTO VERA CRUZ (1)	CONJUNTO VERA CRUZ 2 (1) [90.0%]		CONJUNTO VERA CRUZ (1) | CONJUNTO VERA CRUZ 2 (1)
74494001	SEGURO	JD. DAS HORTENCIAS	JD. DAS HORTÊNCIAS	1	1	0	0	100.0	JD. DAS HORTÊNCIAS (1)			JD. DAS HORTÊNCIAS (1)
74494081	SEGURO	RESIDENCIAL PRIMAVERA	RESIDENCIAL PRIMAVERA	1	1	0	0	100.0	RESIDENCIAL PRIMAVERA (1)			RESIDENCIAL PRIMAVERA (1)
74494085	SEGURO	RESIDENCIAL PRIMAVERA	RESIDENCIAL PRIMAVERA	2	2	0	0	50.0	RESIDENCIAL PRIMAVERA (1) | Residencial Primavera (1)			RESIDENCIAL PRIMAVERA (1) | Residencial Primavera (1)
74494086	SEGURO	RESIDENCIAL PRIMAVERA	RESIDENCIAL PRIMAVERA	1	1	0	0	100.0	RESIDENCIAL PRIMAVERA (1)			RESIDENCIAL PRIMAVERA (1)
74494087	SEGURO	RESIDENCIAL PRIMAVERA	RESIDENCIAL PRIMAVERA	2	2	0	0	100.0	RESIDENCIAL PRIMAVERA (2)			RESIDENCIAL PRIMAVERA (2)
74494088	SEGURO	RESIDENCIAL PRIMAVERA	RESIDENCIAL PRIMAVERA	2	2	0	0	100.0	RESIDENCIAL PRIMAVERA (2)			RESIDENCIAL PRIMAVERA (2)
74494090	SEGURO	RESIDENCIAL PRIMAVERA	RESIDENCIAL PRIMAVERA	2	2	0	0	100.0	RESIDENCIAL PRIMAVERA (2)			RESIDENCIAL PRIMAVERA (2)
74494091	SEGURO	RESIDENCIAL PRIMAVERA	RESIDENCIAL PRIMAVERA	1	1	0	0	100.0	RESIDENCIAL PRIMAVERA (1)			RESIDENCIAL PRIMAVERA (1)
74494400	SEGURO	RESIDENCIAL MONTE PASCOAL	RESIDENCIAL MONTE PASCOAL	3	3	0	0	100.0	RESIDENCIAL MONTE PASCOAL (3)			RESIDENCIAL MONTE PASCOAL (3)
74494405	SEGURO	RESIDENCIAL MONTE PASCOAL	RESIDENCIAL MONTE PASCOAL	1	1	0	0	100.0	RESIDENCIAL MONTE PASCOAL (1)			RESIDENCIAL MONTE PASCOAL (1)
74494500	SEGURO	RESIDENCIAL MONTE PASCOAL	RESIDENCIAL MONTE PASCOAL	1	1	0	0	100.0	RESIDENCIAL MONTE PASCOAL (1)			RESIDENCIAL MONTE PASCOAL (1)
74494510	SEGURO	RESIDENCIAL MONTE PASCOAL	RESIDENCIAL MONTE PASCOAL	2	2	0	0	100.0	RESIDENCIAL MONTE PASCOAL (2)			RESIDENCIAL MONTE PASCOAL (2)
74494545	SEGURO	RESIDENCIAL MONTE PASCOAL	Residencial Monte Pascoal	1	1	0	0	100.0	Residencial Monte Pascoal (1)			Residencial Monte Pascoal (1)
74494560	SEGURO	RESIDENCIAL MONTE PASCOAL II	RESIDENCIAL MONTE PASCOAL II	1	1	0	0	100.0	RESIDENCIAL MONTE PASCOAL II (1)			RESIDENCIAL MONTE PASCOAL II (1)
74494568	SEGURO	RESIDENCIAL MONTE PASCOAL II	RESIDENCIAL MONTE PASCOAL II	1	1	0	0	100.0	RESIDENCIAL MONTE PASCOAL II (1)			RESIDENCIAL MONTE PASCOAL II (1)
74494574	SEGURO	RESIDENCIAL MONTE PASCOAL II	RESIDENCIAL MONTE PASCOAL II	1	1	0	0	100.0	RESIDENCIAL MONTE PASCOAL II (1)			RESIDENCIAL MONTE PASCOAL II (1)
74494576	SEGURO	RESIDENCIAL MONTE PASCOAL II	RESIDENCIAL MONTE PASCOAL II	1	1	0	0	100.0	RESIDENCIAL MONTE PASCOAL II (1)			RESIDENCIAL MONTE PASCOAL II (1)
74494582	SEGURO	RESIDENCIAL MONTE PASCOAL II	RESIDENCIAL MONTE PASCOAL II	1	1	0	0	100.0	RESIDENCIAL MONTE PASCOAL II (1)			RESIDENCIAL MONTE PASCOAL II (1)
74494686	SEGURO	SAO JOSE	JARDIM SÃO JOSE	1	1	0	0	100.0	JARDIM SÃO JOSE (1)			JARDIM SÃO JOSE (1)
74494705	SEGURO	SAO JOSE	JARDIM SÃO JOSÉ	1	1	0	0	100.0	JARDIM SÃO JOSÉ (1)			JARDIM SÃO JOSÉ (1)
74494740	SEGURO	SAO JOSE	JARDIM SÃO JOSÉ	1	1	0	0	100.0	JARDIM SÃO JOSÉ (1)			JARDIM SÃO JOSÉ (1)
74494760	SEGURO	SAO JOSE	JARDIM SÃO JOSÉ	1	1	0	0	100.0	JARDIM SÃO JOSÉ (1)			JARDIM SÃO JOSÉ (1)
74494790	SEGURO	SANTA EFIGENIA	SANTA EFIGENIA	1	1	0	0	100.0	SANTA EFIGENIA (1)			SANTA EFIGENIA (1)
74495028	SEGURO	RESIDENCIAL YTAPUA	RESIDENCIAL YTAPUÃ	1	1	0	0	100.0	RESIDENCIAL YTAPUÃ (1)			RESIDENCIAL YTAPUÃ (1)
74495030	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	1	1	0	0	100.0	CONJUNTO VERA CRUZ (1)			CONJUNTO VERA CRUZ (1)
74495032	SEGURO	RESIDENCIAL YTAPUA	RESIDENCIAL YTAPUÃ	1	1	0	0	100.0	RESIDENCIAL YTAPUÃ (1)			RESIDENCIAL YTAPUÃ (1)
74495070	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	1	1	0	0	100.0	CONJUNTO VERA CRUZ (1)			CONJUNTO VERA CRUZ (1)
74495110	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	1	1	0	0	100.0	CONJUNTO VERA CRUZ (1)			CONJUNTO VERA CRUZ (1)
74495130	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	2	2	0	0	100.0	CONJUNTO VERA CRUZ (2)			CONJUNTO VERA CRUZ (2)
74495140	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	2	2	0	0	100.0	CONJUNTO VERA CRUZ (2)			CONJUNTO VERA CRUZ (2)
74495220	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	2	2	0	0	100.0	CONJUNTO VERA CRUZ (2)			CONJUNTO VERA CRUZ (2)
74495240	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	1	1	0	0	100.0	CONJUNTO VERA CRUZ (1)			CONJUNTO VERA CRUZ (1)
74495260	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	3	3	0	0	100.0	CONJUNTO VERA CRUZ (3)			CONJUNTO VERA CRUZ (3)
74495290	BLOQUEADO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	2	1	1	0	50.0	CONJUNTO VERA CRUZ (1)	CONJUNTO VERA CRUZ 2 (1) [90.0%]		CONJUNTO VERA CRUZ (1) | CONJUNTO VERA CRUZ 2 (1)
74495300	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	1	1	0	0	100.0	CONJUNTO VERA CRUZ (1)			CONJUNTO VERA CRUZ (1)
74495310	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	2	2	0	0	100.0	CONJUNTO VERA CRUZ (2)			CONJUNTO VERA CRUZ (2)
74495360	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	1	1	0	0	100.0	CONJUNTO VERA CRUZ (1)			CONJUNTO VERA CRUZ (1)
74495380	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	2	2	0	0	100.0	CONJUNTO VERA CRUZ (2)			CONJUNTO VERA CRUZ (2)
74495390	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	1	1	0	0	100.0	CONJUNTO VERA CRUZ (1)			CONJUNTO VERA CRUZ (1)
74495440	BLOQUEADO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	2	1	0	1	50.0	CONJUNTO VERA CRUZ (1)		CONJUNTO VERA CRUZ II 7ª ETAPA (1) [60.0%]	CONJUNTO VERA CRUZ (1) | CONJUNTO VERA CRUZ II 7ª ETAPA (1)
74495520	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	2	2	0	0	100.0	CONJUNTO VERA CRUZ (2)			CONJUNTO VERA CRUZ (2)
74495540	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	2	2	0	0	100.0	CONJUNTO VERA CRUZ (2)			CONJUNTO VERA CRUZ (2)
74495550	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	2	2	0	0	100.0	CONJUNTO VERA CRUZ (2)			CONJUNTO VERA CRUZ (2)
74495600	BLOQUEADO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	2	1	1	0	50.0	CONJUNTO VERA CRUZ (1)	CONJUNTO VERA CRUZ II (1) [85.71%]		CONJUNTO VERA CRUZ (1) | CONJUNTO VERA CRUZ II (1)
74495610	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	1	1	0	0	100.0	CONJUNTO VERA CRUZ (1)			CONJUNTO VERA CRUZ (1)
74495617	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	1	1	0	0	100.0	CONJUNTO VERA CRUZ (1)			CONJUNTO VERA CRUZ (1)
74495740	SEGURO	DAS NACOES	SETOR DAS NAÇÕES	2	2	0	0	100.0	SETOR DAS NAÇÕES (2)			SETOR DAS NAÇÕES (2)
74495810	SEGURO	DAS NACOES	SETOR DAS NAÇÕES	1	1	0	0	100.0	SETOR DAS NAÇÕES (1)			SETOR DAS NAÇÕES (1)
74495841	SEGURO	RESIDENCIAL MENDANHA	RESIDENCIAL MENDANHA	1	1	0	0	100.0	RESIDENCIAL MENDANHA (1)			RESIDENCIAL MENDANHA (1)
74495858	SEGURO	RESIDENCIAL MENDANHA	RESIDENCIAL MENDANHA	1	1	0	0	100.0	RESIDENCIAL MENDANHA (1)			RESIDENCIAL MENDANHA (1)
74495873	SEGURO	RESIDENCIAL NOVA AURORA	RESIDENCIAL NOVA AURORA	1	1	0	0	100.0	RESIDENCIAL NOVA AURORA (1)			RESIDENCIAL NOVA AURORA (1)
74495891	SEGURO	RESIDENCIAL NOVA AURORA	RESIDENCIAL NOVA AURORA	1	1	0	0	100.0	RESIDENCIAL NOVA AURORA (1)			RESIDENCIAL NOVA AURORA (1)
74495893	SEGURO	RESIDENCIAL NOVA AURORA	RESIDENCIAL NOVA AURORA	1	1	0	0	100.0	RESIDENCIAL NOVA AURORA (1)			RESIDENCIAL NOVA AURORA (1)
74495895	SEGURO	RESIDENCIAL NOVA AURORA	RESIDENCIAL NOVA AURORA	1	1	0	0	100.0	RESIDENCIAL NOVA AURORA (1)			RESIDENCIAL NOVA AURORA (1)
74495897	SEGURO	RESIDENCIAL NOVA AURORA	RESIDENCIAL NOVA AURORA	2	2	0	0	100.0	RESIDENCIAL NOVA AURORA (2)			RESIDENCIAL NOVA AURORA (2)
74496328	SEGURO	RESIDENCIAL TUZIMOTO	RESIDENCIAL TUZIMOTO	1	1	0	0	100.0	RESIDENCIAL TUZIMOTO (1)			RESIDENCIAL TUZIMOTO (1)
74496332	SEGURO	RESIDENCIAL TUZIMOTO	RESIDENCIAL TUZIMOTO	1	1	0	0	100.0	RESIDENCIAL TUZIMOTO (1)			RESIDENCIAL TUZIMOTO (1)
74523540	SEGURO	PROGRESSO	PROGRESSO	1	1	0	0	100.0	PROGRESSO (1)			PROGRESSO (1)
74550132	SEGURO	PROGRESSO	SETOR PROGRESSO	1	1	0	0	100.0	SETOR PROGRESSO (1)			SETOR PROGRESSO (1)
74550140	SEGURO	CENTRO OESTE	SETOR CENTRO OESTE	1	1	0	0	100.0	SETOR CENTRO OESTE (1)			SETOR CENTRO OESTE (1)
74550580	SEGURO	PROGRESSO	SETOR PROGRESSO	1	1	0	0	100.0	SETOR PROGRESSO (1)			SETOR PROGRESSO (1)
74555105	SEGURO	AEROVIARIO	SETOR AEROVIARIO	1	1	0	0	100.0	SETOR AEROVIARIO (1)			SETOR AEROVIARIO (1)
74555554	SEGURO	ALBINO BOAVENTURA	ALBINO BOAVENTURA	2	2	0	0	100.0	ALBINO BOAVENTURA (2)			ALBINO BOAVENTURA (2)
74555555	SEGURO	RESIDENCIAL SENADOR ALBINO BOAVENTURA	RESIDENCIAL SENADOR ALBINO BOAVENTURA	1	1	0	0	100.0	RESIDENCIAL SENADOR ALBINO BOAVENTURA (1)			RESIDENCIAL SENADOR ALBINO BOAVENTURA (1)
74555556	BLOQUEADO	ALBINO BOAVENTURA	ALBINO BOAVENTURA	5	3	0	2	60.0	ALBINO BOAVENTURA (3)		RESIDENCIAL ALBINO BOAVENTURA (1) [66.67%] | Residencial Senador Albino Boaventura (1) [50.0%]	ALBINO BOAVENTURA (3) | RESIDENCIAL ALBINO BOAVENTURA (1) | Residencial Senador Albino Boaventura (1)
74555557	BLOQUEADO	ALBINO BOAVENTURA	ALBINO BOAVENTURA	13	9	1	3	69.23	ALBINO BOAVENTURA (9)	ALBINO BOA VENTURA (1) [94.44%]	RESIDENCIAL SENADOR ALBINO BOAVENTURA (2) [50.0%] | Residencial Senador Albino Boaventura (1) [50.0%]	ALBINO BOAVENTURA (9) | RESIDENCIAL SENADOR ALBINO BOAVENTURA (2) | ALBINO BOA VENTURA (1) | Residencial Senador Albino Boaventura (1)
74555558	BLOQUEADO	ALBINO BOAVENTURA	ALBINO BOAVENTURA	21	11	0	10	52.38	ALBINO BOAVENTURA (11)		RESIDENCIAL SENADOR ALBINO BOAVENTURA (7) [50.0%] | RESIDENCIAL ALBINO BOAVENTURA (2) [66.67%] | Residencial Senador Albino Boaventura (1) [50.0%]	ALBINO BOAVENTURA (11) | RESIDENCIAL SENADOR ALBINO BOAVENTURA (7) | RESIDENCIAL ALBINO BOAVENTURA (2) | Residencial Senador Albino Boaventura (1)
