CEP	BAIRRO_PADRAO_CANDIDATO	CLIENTES	SITUACAO	VARIACOES_OU_FAMILIAS
74474401	RESIDENCIAL RECANTO DO BOSQUE	1	AUTO	Residencial Recanto do Bosque (1)
74474410	RESIDENCIAL PRIVE NORTE	29	REVISAR	RESIDENCIAL PRIVE NORTE (17) | DOM CONSTANTINO (11) | JARDIM DAS HORTENCIAS (1)
74474411	NOVO PLANALTO	1	AUTO	NOVO PLANALTO (1)
74474412	RESIDENCIAL PRIVE NORTE	5	AUTO	RESIDENCIAL PRIVE NORTE (5)
74474413	RESIDENCIAL PRIVE NORTE	11	AUTO	RESIDENCIAL PRIVÊ NORTE (11)
74474414	RESIDENCIAL PRIVE NORTE	5	AUTO	RESIDENCIAL PRIVÊ NORTE (5)
74474415	RESIDENCIAL PRIVE NORTE	18	REVISAR	RESIDENCIAL PRIVE NORTE (17) | JARDIM COLORADO (1)
74474416	RESIDENCIAL PRIVE NORTE	3	AUTO	RESIDENCIAL PRIVÊ NORTE (3)
74474418	RESIDENCIAL PRIVE NORTE	7	AUTO	RESIDENCIAL PRIVE NORTE (7)
74474420	RESIDENCIAL PRIVE NORTE	18	AUTO	RESIDENCIAL PRIVÊ NORTE (18)
74474422	RESIDENCIAL PRIVE NORTE	4	AUTO	RESIDENCIAL PRIVÊ NORTE (4)
74474473	VILA FINSOCIAL	1	AUTO	VILA FINSOCIAL (1)
74474500	JARDIM COLORADO EXTENSAO	5	REVISAR	JARDIM COLORADO EXTENSAO (3) | JARDIM COLORADO (2)
74474505	JARDIM COLORADO	21	REVISAR	JARDIM COLORADO (12) | JARDIM COLORADO EXTENSAO (9)
74474506	JARDIM COLORADO	1	AUTO	JARDIM COLORADO (1)
74474510	JARDIM COLORADO	6	REVISAR	JARDIM COLORADO (3) | JARDIM COLORADO EXTENSAO (2) | PARQUE TREMENDAO (1)
74474550	JARDIM COLORADO	2	AUTO	JARDIM COLORADO (2)
74474555	JARDIM COLORADO	4	REVISAR	JARDIM COLORADO (2) | JARDIM COLORADO SUL (2)
74474600	JARDIM COLORADO	2	AUTO	JARDIM COLORADO (2)
74474605	JARDIM COLORADO	48	REVISAR	JARDIM COLORADO (33) | JARDIM COLORADO I (14) | JARDIM DAS HORTENCIAS (1)
74474615	JARDIM COLORADO	5	REVISAR	JARDIM COLORADO (3) | JARDIM COLORADO I (2)
74474620	JARDIM COLORADO I	1	AUTO	Jardim Colorado I (1)
74474625	JARDIM COLORADO	16	REVISAR	JARDIM COLORADO (13) | JARDIM COLORADO I (3)
74474630	JARDIM COLORADO I	2	AUTO	JARDIM COLORADO I (2)
74474635	JARDIM COLORADO I	2	REVISAR	JARDIM COLORADO I (1) | JARDIM COLORADO (1)
74474640	JARDIM COLORADO	23	REVISAR	JARDIM COLORADO (16) | JARDIM COLORADO I (6) | NOROESTE (1)
74474645	JARDIM COLORADO	15	REVISAR	JARDIM COLORADO (11) | JARDIM COLORADO I (3) | JARDIM COLORADO L (1)
74474650	JARDIM COLORADO II	1	AUTO	Jardim Colorado II (1)
74474655	JARDIM COLORADO II	1	AUTO	JARDIM COLORADO II (1)
74474660	JARDIM COLORADO	2	AUTO	JARDIM COLORADO (2)
74474665	JARDIM COLORADO	2	REVISAR	JARDIM COLORADO (1) | JARDIM COLORADO II (1)
74474670	JARDIM COLORADO	6	REVISAR	JARDIM COLORADO (5) | JARDIM COLORADO II (1)
74474675	JARDIM LIBERDADE	1	AUTO	JARDIM LIBERDADE (1)
74474680	JARDIM LAGO AZUL	1	AUTO	JARDIM LAGO AZUL (1)
74474705	JARDIM COLORADO	3	REVISAR	JARDIM COLORADO (2) | JARDIM LAGO AZUL (1)
74474744	JARDIM COLORADO	1	AUTO	JARDIM COLORADO (1)
74474805	PARQUE TREMENDAO	1	AUTO	PARQUE TREMENDÃO (1)
74475003	PARQUE TREMENDAO	1	AUTO	PARQUE TREMENDÃO (1)
74475005	PARQUE TREMENDAO	2	VARIACAO	SETOR PARQUE TREMENDÃO (1) | PARQUE TREMENDÃO (1)
74475009	PARQUE TREMENDAO	12	REVISAR	PARQUE TREMENDAO (11) | NOVO PLANALTO (1)
74475010	PARQUE TREMENDAO	1	AUTO	SETOR PARQUE TREMENDÃO (1)
74475012	PARQUE TREMENDAO	1	AUTO	SETOR PARQUE TREMENDÃO (1)
74475014	PARQUE TREMENDAO	1	AUTO	Setor Parque Tremendão (1)
74475017	PARQUE TREMENDAO	1	AUTO	Setor Parque Tremendão (1)
74475020	PARQUE TREMENDAO	24	REVISAR	PARQUE TREMENDAO (23) | PARQUE TREMENDAO 2 (1)
74475023	PARQUE TREMENDAO	2	AUTO	Setor Parque Tremendão (2)
74475028	PARQUE TREMENDAO	7	VARIACAO	PARQUE TREMENDÃO (5) | Setor Parque Tremendão (2)
74475029	PARQUE TREMENDAO	1	AUTO	PARQUE TREMENDÃO (1)
74475030	PARQUE TREMENDAO	1	AUTO	PARQUE TREMENDÃO (1)
74475032	PARQUE TREMENDAO	2	AUTO	PARQUE TREMENDÃO (2)
74475035	PARQUE TREMENDAO	1	AUTO	Setor Parque Tremendão (1)
74475037	PARQUE TREMENDAO	1	AUTO	PARQUE TREMENDÃO (1)
74475038	PARQUE TREMENDAO	1	AUTO	Setor Parque Tremendão (1)
74475041	PARQUE TREMENDAO	1	AUTO	Setor Parque Tremendão (1)
74475047	PARQUE TREMENDAO	2	VARIACAO	Setor Parque Tremendão (1) | PARQUE TREMENDÃO (1)
74475050	PARQUE TREMENDAO	4	VARIACAO	PARQUE TREMENDÃO (3) | SETOR PARQUE TREMENDÃO (1)
74475052	PARQUE TREMENDAO	1	AUTO	PARQUE TREMENDÃO (1)
74475053	PARQUE TREMENDAO	1	AUTO	Setor Parque Tremendão (1)
74475054	PARQUE TREMENDAO	1	AUTO	PARQUE TREMENDÃO (1)
74475055	PARQUE TREMENDAO	1	AUTO	Setor Parque Tremendão (1)
74475056	PARQUE TREMENDAO	2	AUTO	PARQUE TREMENDÃO (2)
74475057	PARQUE TREMENDAO	2	AUTO	SETOR PARQUE TREMENDÃO (2)
74475059	PARQUE TREMENDAO	3	AUTO	PARQUE TREMENDÃO (3)
74475060	PARQUE TREMENDAO	4	REVISAR	PARQUE TREMENDAO (3) | JARDIM LIBERDADE (1)
74475061	PARQUE TREMENDAO	1	AUTO	PARQUE TREMENDÃO (1)
74475062	PARQUE TREMENDAO	3	VARIACAO	PARQUE TREMENDÃO (2) | SETOR PARQUE TREMENDÃO (1)
74475064	PARQUE TREMENDAO	1	AUTO	PARQUE TREMENDÃO (1)
74475070	PARQUE TREMENDAO	5	VARIACAO	Setor Parque Tremendão (4) | PARQUE TREMENDÃO (1)
74475073	PARQUE TREMENDAO	1	AUTO	Setor Parque Tremendão (1)
74475075	PARQUE TREMENDAO	7	REVISAR	PARQUE TREMENDAO (3) | VILAGE NOROESTE (2) | VILLAGE NOROESTE (1) | PARQUE TREMNDAO (1)
74475076	PARQUE TREMENDAO	1	AUTO	Setor Parque Tremendão (1)
74475077	PARQUE TREMENDAO	3	AUTO	PARQUE TREMENDÃO (3)
74475078	PARQUE TREMENDAO	1	AUTO	SETOR PARQUE TREMENDÃO (1)
74475079	PARQUE TREMENDAO	1	AUTO	PARQUE TREMENDÃO (1)
74475082	PARQUE TREMENDAO	3	VARIACAO	PARQUE TREMENDÃO (2) | Setor Parque Tremendão (1)
74475090	PARQUE TREMENDAO	4	VARIACAO	PARQUE TREMENDÃO (3) | Setor Parque Tremendão (1)
74475092	PARQUE TREMENDAO	1	AUTO	PARQUE TREMENDÃO (1)
74475094	PARQUE TREMENDAO	2	AUTO	PARQUE TREMENDÃO (2)
74475095	PARQUE TREMENDAO	3	REVISAR	PARQUE TREMENDAO (2) | RESIDENCIAL VALE DOS CARAIBAS (1)
74475104	PARQUE TREMENDAO	1	AUTO	SETOR PARQUE TREMENDÃO (1)
74475110	MORADA DO SOL	1	AUTO	Setor Morada do Sol (1)
74475115	MORADA DO SOL	9	VARIACAO	MORADA DO SOL (7) | SETOR MORADA DO SOL (2)
74475116	MORADA DO SOL	1	AUTO	MORADA DO SOL (1)
74475122	VILA FINSOCIAL	3	REVISAR	VILA FINSOCIAL (2) | MORADA DO SOL (1)
74475124	MORADA DO SOL	4	VARIACAO	SETOR MORADA DO SOL (3) | MORADA DO SOL (1)
74475125	MORADA DO SOL	1	AUTO	MORADA DO SOL (1)
74475130	MORADA DO SOL	1	AUTO	MORADA DO SOL (1)
74475132	MORADA DO SOL	1	AUTO	Setor Morada do Sol (1)
74475137	MORADA DO SOL	6	REVISAR	MORADA DO SOL (5) | SITIO RECREIO MORADA DO SOL (1)
74475138	MORADA DO SOL	4	VARIACAO	SETOR MORADA DO SOL (2) | MORADA DO SOL (2)
74475140	MORADA DO SOL	2	AUTO	MORADA DO SOL (2)
74475143	MORADA DO SOL	13	REVISAR	MORADA DO SOL (12) | VILA FINSOCIAL (1)
74475160	MORADA DO SOL	1	AUTO	MORADA DO SOL (1)
74475179	MORADA DO SOL	1	AUTO	Setor Morada do Sol (1)
74475204	MORADA DO SOL	3	VARIACAO	MORADA DO SOL (2) | Setor Morada do Sol (1)
74475214	MORADA DO SOL	1	AUTO	Setor Morada do Sol (1)
74475223	MORADA DO SOL	1	AUTO	MORADA DO SOL (1)
74475226	MORADA DO SOL	1	AUTO	MORADA DO SOL (1)
74475230	MORADA DO SOL	1	AUTO	MORADA DO SOL (1)
74475237	MORADA DO SOL	1	AUTO	SETOR MORADA DO SOL (1)
74475260	ESTRELA DALVA	1	AUTO	SETOR ESTRELA DALVA (1)
74475292	ESTRELA DALVA	1	AUTO	Setor Estrela Dalva (1)
74475296	ESTRELA DALVA	1	AUTO	Setor Estrela Dalva (1)
74475298	ESTRELA DALVA	1	AUTO	ESTRELA DALVA (1)
74475300	ESTRELA DALVA	1	AUTO	ESTRELA DALVA (1)
74475314	ESTRELA DALVA	1	AUTO	SETOR ESTRELA DALVA (1)
74475318	ESTRELA DALVA	1	AUTO	Setor Estrela Dalva (1)
74475332	ESTRELA DALVA	1	AUTO	SETOR ESTRELA DALVA (1)
74475343	RESIDENCIAL BRISAS DA MATA	1	AUTO	RESIDENCIAL BRISAS DA MATA (1)
74475344	RESIDENCIAL BRISAS DA MATA	1	AUTO	RESIDENCIAL BRISAS DA MATA (1)
74475354	RESIDENCIAL BRISAS DA MATA	1	AUTO	Residencial Brisas da Mata (1)
74475356	RESIDENCIAL BRISAS DA MATA	1	AUTO	Residencial Brisas da Mata (1)
74475358	RESIDENCIAL BRISAS DA MATA	1	AUTO	Residencial Brisas da Mata (1)
74475400	VILA MUTIRAO II	2	REVISAR	VILA MUTIRAO II (1) | VILA MUTIRAO (1)
74475405	VILA MUTIRAO	5	REVISAR	VILA MUTIRAO (3) | VILA MUTIRAO II (2)
74475410	VILA MUTIRAO	15	REVISAR	VILA MUTIRAO (11) | VILA MUTIRAO II (2) | JARDIM LIBERDADE (2)
74475415	VILA MUTIRAO II	3	REVISAR	VILA MUTIRAO II (2) | VILA MUTIRAO (1)
74475417	VILA MUTIRAO II	3	REVISAR	VILA MUTIRAO II (2) | VILA MUTIRAO (1)
74475420	VILA MUTIRAO II	18	REVISAR	VILA MUTIRAO II (9) | VILA MUTIRAO (7) | JARDIM LIBERDADE (2)
74475422	RESIDENCIAL PRIVE NORTE	1	AUTO	RESIDENCIAL PRIVE NORTE (1)
74475425	VILA MUTIRAO	3	REVISAR	VILA MUTIRAO (2) | VILA MUTIRAO II (1)
74475430	VILA MUTIRAO	4	REVISAR	VILA MUTIRAO (3) | VILA MUTIRAO II (1)
74475440	VILA MUTIRAO	9	REVISAR	VILA MUTIRAO (7) | VILA MUTIRAO II (2)
74475450	VILA MUTIRAO	10	REVISAR	VILA MUTIRAO (6) | VILA MUTIRAO II (3) | JARDIM LIBERDADE (1)
74475455	VILA MUTIRAO	5	REVISAR	VILA MUTIRAO (3) | VILA MUTIRAO II (2)
74475460	VILA MUTIRAO	30	REVISAR	VILA MUTIRAO (17) | VILA MUTIRAO II (9) | JARDIM LIBERDADE (4)
74475463	JARDIM LIBERDADE	9	REVISAR	JARDIM LIBERDADE (5) | VILA MUTIRAO II (4)
74475465	VILA MUTIRAO	6	REVISAR	VILA MUTIRAO (3) | VILA MUTIRAO II (2) | JARDIM LIBERDADE (1)
74475467	VILA MUTIRAO	7	REVISAR	VILA MUTIRAO (5) | JARDIM LIBERDADE (2)
74475470	VILA MUTIRAO	17	REVISAR	VILA MUTIRAO (11) | VILA MUTIRAO II (6)
74475474	VILA MUTIRAO	1	AUTO	VILA MUTIRÃO (1)
74475475	VILA MUTIRAO	16	REVISAR	VILA MUTIRAO (10) | VILA MUTIRAO II (6)
74475485	VILA MUTIRAO	2	REVISAR	VILA MUTIRAO (1) | JARDIM LIBERDADE (1)
74475490	JARDIM LIBERDADE	1	AUTO	JARDIM LIBERDADE (1)
74475500	VILA MUTIRAO	1	AUTO	VILA MUTIRÃO (1)
74475520	JARDIM LIBERDADE	47	REVISAR	JARDIM LIBERDADE (43) | VILA MUTIRAO (4)
74475530	JARDIM LIBERDADE	43	REVISAR	JARDIM LIBERDADE (42) | LIBERDADE (1)
74475535	JARDIM LIBERDADE	29	AUTO	JARDIM LIBERDADE (29)
74475540	JARDIM LIBERDADE	16	REVISAR	JARDIM LIBERDADE (14) | VILA MUTIRAO (2)
74475550	JARDIM LIBERDADE	24	REVISAR	JARDIM LIBERDADE (23) | PERIM (1)
74475570	JARDIM LIBERDADE	10	AUTO	JARDIM LIBERDADE (10)
74475574	JARDIM LIBERDADE	1	AUTO	JARDIM LIBERDADE (1)
74475575	JARDIM LIBERDADE	36	AUTO	JARDIM LIBERDADE (36)
74475580	JARDIM LIBERDADE	38	REVISAR	JARDIM LIBERDADE (34) | VILA MUTIRAO (2) | RESIDENCIAL FORTALEZA (1) | JARDIM VISTA BELA (1)
74475590	JARDIM LIBERDADE	41	AUTO	JARDIM LIBERDADE (41)
74475600	JARDIM LIBERDADE	11	AUTO	JARDIM LIBERDADE (11)
74475610	JARDIM LIBERDADE	27	REVISAR	JARDIM LIBERDADE (26) | NOVO PLANALTO (1)
74475620	JARDIM LIBERDADE	10	AUTO	JARDIM LIBERDADE (10)
74475625	JARDIM COLORADO	1	AUTO	JARDIM COLORADO (1)
74475630	JARDIM LIBERDADE	4	REVISAR	JARDIM LIBERDADE (3) | VILA MUTIRAO (1)
74475640	JARDIM LIBERDADE	39	AUTO	JARDIM LIBERDADE (39)
74475650	JARDIM LIBERDADE	27	AUTO	JARDIM LIBERDADE (27)
74475660	JARDIM LIBERDADE	77	REVISAR	JARDIM LIBERDADE (74) | VILA MUTIRAO (3)
74475670	JARDIM LIBERDADE	15	AUTO	JARDIM LIBERDADE (15)
74475675	JARDIM LIBERDADE	13	AUTO	JARDIM LIBERDADE (13)
74475680	JARDIM LIBERDADE	10	REVISAR	JARDIM LIBERDADE (9) | NOVO PLANALTO (1)
74475742	ESTRELA DALVA	1	AUTO	SETOR ESTRELA DALVA (1)
74475757	JARDIM LIBERDADE	1	AUTO	JARDIM LIBERDADE (1)
74475801	PARQUE TREMENDAO	11	VARIACAO	SETOR PARQUE TREMENDÃO (6) | PARQUE TREMENDÃO (5)
74475802	PARQUE TREMENDAO	9	REVISAR	PARQUE TREMENDAO (7) | TREMENDAO (1) | PARQUE TREMENDAO 2 (1)
74475803	PARQUE TREMENDAO	20	VARIACAO	PARQUE TREMENDÃO (16) | SETOR PARQUE TREMENDÃO (4)
74475804	PARQUE TREMENDAO	16	VARIACAO	PARQUE TREMENDÃO (8) | SETOR PARQUE TREMENDÃO (8)
74475805	PARQUE TREMENDAO	2	AUTO	PARQUE TREMENDÃO (2)
74475807	PARQUE TREMENDAO	11	VARIACAO	PARQUE TREMENDÃO (8) | SETOR PARQUE TREMENDÃO (3)
74475809	PARQUE TREMENDAO	1	AUTO	PARQUE TREMENDÃO (1)
74475810	PARQUE TREMENDAO	8	VARIACAO	PARQUE TREMENDÃO (4) | SETOR PARQUE TREMENDÃO (4)
74475813	PARQUE TREMENDAO	2	AUTO	PARQUE TREMENDÃO (2)
74475818	PARQUE TREMENDAO	1	AUTO	Setor Parque Tremendão (1)
74475820	PARQUE TREMENDAO	1	AUTO	Setor Parque Tremendão (1)
74475845	VILA MUTIRAO	1	AUTO	VILA MUTIRÃO (1)
74475860	PARQUE TREMENDAO	14	VARIACAO	PARQUE TREMENDÃO (10) | SETOR PARQUE TREMENDÃO (4)
74476005	RESIDENCIAL FORTALEZA	1	AUTO	RESIDENCIAL FORTALEZA (1)
74476010	RESIDENCIAL FORTALEZA	2	AUTO	RESIDENCIAL FORTALEZA (2)
74476020	RESIDENCIAL FORTALEZA	1	AUTO	RESIDENCIAL FORTALEZA (1)
74476030	RESIDENCIAL FORTALEZA	11	REVISAR	RESIDENCIAL FORTALEZA (10) | DA VITORIA (1)
74476040	RESIDENCIAL FORTALEZA	4	AUTO	RESIDENCIAL FORTALEZA (4)
74476050	RESIDENCIAL FORTALEZA	19	AUTO	RESIDENCIAL FORTALEZA (19)
74476065	RESIDENCIAL FORTALEZA	7	REVISAR	RESIDENCIAL FORTALEZA (5) | NOVO PLANALTO (1) | JARDIM LIBERDADE (1)
74476070	RESIDENCIAL FORTALEZA	23	AUTO	RESIDENCIAL FORTALEZA (23)
74476080	RESIDENCIAL FORTALEZA	2	AUTO	RESIDENCIAL FORTALEZA (2)
74476100	RESIDENCIAL FORTALEZA	3	REVISAR	RESIDENCIAL FORTALEZA (2) | CONDOMINIO TERRA NOVA (1)
74476110	RESIDENCIAL FORTALEZA	9	REVISAR	RESIDENCIAL FORTALEZA (6) | JARDIM LIBERDADE (2) | VILA MUTIRAO (1)
74476125	CONJUNTO RESIDENCIAL PAULO PACHECO	1	AUTO	CONJUNTO RESIDENCIAL PAULO PACHECO (1)
74477001	DA VITORIA	5	VARIACAO	BAIRRO DA VITORIA (3) | DA VITÓRIA (2)
74477002	DA VITORIA	1	AUTO	BAIRRO DA VITORIA (1)
74477003	DA VITORIA	7	VARIACAO	BAIRRO DA VITORIA (4) | Da Vitória (3)
74477004	DA VITORIA	3	VARIACAO	BAIRRO DA VITÓRIA (2) | Da Vitória (1)
74477005	DA VITORIA	1	AUTO	BAIRRO DA VITÓRIA (1)
74477006	DA VITORIA	7	VARIACAO	BAIRRO DA VITORIA (4) | DA VITÓRIA (3)
74477007	DA VITORIA	1	AUTO	DA VITÓRIA (1)
74477008	DA VITORIA	2	AUTO	DA VITÓRIA (2)
74477009	SAO CARLOS	2	REVISAR	SAO CARLOS (1) | DA VITORIA (1)
74477010	DA VITORIA	4	REVISAR	DA VITORIA (2) | RESERVA CAMPO BELO (1) | CONDOMINIO TERRA NOVA (1)
74477011	DA VITORIA	2	AUTO	BAIRRO DA VITORIA (2)
74477012	DA VITORIA	10	REVISAR	DA VITORIA (6) | JARDIM NOVA ESPERANCA (2) | CANDIDA DE MORAES (1) | SAO CARLOS (1)
74477018	DA VITORIA	1	AUTO	Da Vitória (1)
74477019	DA VITORIA	4	AUTO	BAIRRO DA VITÓRIA (4)
74477020	DA VITORIA	12	VARIACAO	BAIRRO DA VITÓRIA (6) | DA VITÓRIA (6)
74477021	DA VITORIA	5	VARIACAO	BAIRRO DA VITÓRIA (4) | DA VITÓRIA (1)
74477022	DA VITORIA	3	AUTO	BAIRRO DA VITORIA (3)
74477024	DA VITORIA	3	VARIACAO	BAIRRO DA VITORIA (2) | Da Vitória (1)
74477025	DA VITORIA	3	VARIACAO	BAIRRO DA VITÓRIA (2) | Da Vitória (1)
74477026	DA VITORIA	1	AUTO	BAIRRO DA VITÓRIA (1)
74477027	DA VITORIA	3	VARIACAO	BAIRRO DA VITÓRIA (2) | DA VITÓRIA (1)
74477030	DA VITORIA	7	VARIACAO	BAIRRO DA VITÓRIA (6) | DA VITÓRIA (1)
74477031	DA VITORIA	4	AUTO	BAIRRO DA VITÓRIA (4)
74477032	DA VITORIA	2	AUTO	DA VITÓRIA (2)
74477033	DA VITORIA	2	AUTO	DA VITÓRIA (2)
74477034	DA VITORIA	5	VARIACAO	BAIRRO DA VITÓRIA (4) | Da Vitória (1)
74477036	DA VITORIA	11	VARIACAO	Da Vitória (7) | BAIRRO DA VITÓRIA (4)
74477038	DA VITORIA	3	AUTO	BAIRRO DA VITÓRIA (3)
74477040	DA VITORIA	1	AUTO	BAIRRO DA VITÓRIA (1)
74477041	DA VITORIA	4	VARIACAO	BAIRRO DA VITÓRIA (3) | Da Vitória (1)
74477043	DA VITORIA	5	VARIACAO	Da Vitória (3) | BAIRRO DA VITÓRIA (2)
74477044	DA VITORIA	2	VARIACAO	BAIRRO DA VITORIA (1) | Da Vitória (1)
74477045	DA VITORIA	4	VARIACAO	DA VITÓRIA (2) | BAIRRO DA VITÓRIA (2)
74477048	DA VITORIA	5	AUTO	BAIRRO DA VITORIA (5)
74477049	DA VITORIA	1	AUTO	DA VITÓRIA (1)
74477050	DA VITORIA	2	AUTO	DA VITÓRIA (2)
74477051	DA VITORIA	2	AUTO	DA VITÓRIA (2)
74477053	DA VITORIA	4	VARIACAO	BAIRRO DA VITÓRIA (3) | DA VITÓRIA (1)
74477054	DA VITORIA	3	VARIACAO	DA VITÓRIA (2) | BAIRRO DA VITÓRIA (1)
74477055	DA VITORIA	3	AUTO	BAIRRO DA VITÓRIA (3)
74477056	DA VITORIA	2	AUTO	BAIRRO DA VITÓRIA (2)
74477057	DA VITORIA	12	VARIACAO	BAIRRO DA VITORIA (6) | DA VITÓRIA (6)
74477058	SAO CARLOS	4	AUTO	SÃO CARLOS (4)
74477059	SAO CARLOS	2	AUTO	SÃO CARLOS (2)
74477060	SAO CARLOS	1	AUTO	SÃO CARLOS (1)
74477061	SAO CARLOS	7	AUTO	SÃO CARLOS (7)
74477062	SAO CARLOS	12	AUTO	SÃO CARLOS (12)
74477063	SAO CARLOS	1	AUTO	SÃO CARLOS (1)
74477064	SAO CARLOS	1	AUTO	SÃO CARLOS (1)
74477066	SAO CARLOS	10	AUTO	SÃO CARLOS (10)
74477067	SAO CARLOS	6	VARIACAO	SÃO CARLOS (5) | BAIRRO SÃO CARLOS (1)
74477068	SAO CARLOS	6	AUTO	SÃO CARLOS (6)
74477069	SAO CARLOS	2	AUTO	SÃO CARLOS (2)
74477070	SAO CARLOS	6	VARIACAO	SÃO CARLOS (5) | BAIRRO SÃO CARLOS (1)
74477071	SAO CARLOS	4	AUTO	SÃO CARLOS (4)
74477072	DA VITORIA	2	VARIACAO	Da Vitoria (1) | BAIRRO DA VITÓRIA (1)
74477074	SAO CARLOS	4	AUTO	SÃO CARLOS (4)
74477076	SAO CARLOS	4	REVISAR	SAO CARLOS (3) | DA VITORIA (1)
74477078	SAO CARLOS	4	AUTO	SÃO CARLOS (4)
74477079	SAO CARLOS	2	AUTO	SÃO CARLOS (2)
74477080	SAO CARLOS	4	AUTO	SÃO CARLOS (4)
74477081	SAO CARLOS	7	AUTO	SÃO CARLOS (7)
74477083	SAO CARLOS	4	AUTO	SÃO CARLOS (4)
74477084	SAO CARLOS	3	AUTO	São Carlos (3)
74477086	SAO CARLOS	1	AUTO	SÃO CARLOS (1)
74477087	SAO CARLOS	3	AUTO	SÃO CARLOS (3)
74477088	SAO CARLOS	14	REVISAR	SAO CARLOS (13) | JARDIM NOVA ESPERANCA (1)
74477089	SAO CARLOS	6	AUTO	SÃO CARLOS (6)
74477091	SAO CARLOS	4	AUTO	SÃO CARLOS (4)
74477092	SAO CARLOS	1	AUTO	São Carlos (1)
74477093	SAO CARLOS	1	AUTO	SÃO CARLOS (1)
74477094	SAO CARLOS	3	AUTO	SÃO CARLOS (3)
74477096	SAO CARLOS	2	AUTO	SÃO CARLOS (2)
74477097	SAO CARLOS	7	AUTO	SÃO CARLOS (7)
74477098	SAO CARLOS	4	AUTO	SAO CARLOS (4)
74477099	SAO CARLOS	4	AUTO	SÃO CARLOS (4)
74477100	SAO CARLOS	4	AUTO	SÃO CARLOS (4)
74477101	SAO CARLOS	3	AUTO	SÃO CARLOS (3)
74477103	SAO CARLOS	2	AUTO	SÃO CARLOS (2)
74477104	SAO CARLOS	1	AUTO	SAO CARLOS (1)
74477105	SAO CARLOS	9	AUTO	SÃO CARLOS (9)
74477106	SAO CARLOS	6	AUTO	SÃO CARLOS (6)
74477107	SAO CARLOS	11	AUTO	SÃO CARLOS (11)
74477108	SAO CARLOS	4	AUTO	SAO CARLOS (4)
74477109	SAO CARLOS	2	AUTO	SÃO CARLOS (2)
74477110	SAO CARLOS	4	AUTO	SÃO CARLOS (4)
74477112	SAO CARLOS	1	AUTO	SÃO CARLOS (1)
74477115	FLORESTA	1	AUTO	Floresta (1)
74477122	FLORESTA	2	AUTO	Floresta (2)
74477147	DA VITORIA	4	AUTO	DA VITÓRIA (4)
74477186	SAO CARLOS	3	AUTO	SÃO CARLOS (3)
74477187	SAO CARLOS	2	AUTO	SÃO CARLOS (2)
74477189	SAO CARLOS	1	AUTO	SÃO CARLOS (1)
74477190	SAO CARLOS	11	VARIACAO	SÃO CARLOS (9) | BAIRRO SAO CARLOS (2)
74477200	JARDIM VISTA BELA	2	AUTO	JARDIM VISTA BELA (2)
74477447	JARDIM LIBERDADE	1	AUTO	JARDIM LIBERDADE (1)
74477600	FAZENDA SAO DOMINGOS	1	AUTO	FAZENDA SÃO DOMINGOS (1)
74477657	DA VITORIA	1	AUTO	BAIRRO DA VITORIA (1)
74477720	CONDOMINIO CAMPO BELO	1	AUTO	CONDOMÍNIO CAMPO BELO (1)
74478036	NOVO PLANALTO	1	AUTO	NOVO PLANALTO (1)
74478395	NOVO PLANALTO	1	AUTO	NOVO PLANALTO (1)
74478710	MANSOES PARAISO	1	AUTO	MANSÕES PARAÍSO (1)
74480000	JARDIM COLORADO	4	REVISAR	JARDIM COLORADO (1) | COLORADO (1) | CAPUAVA (1) | JARDIM NOVO MUNDO (1)
74480003	JARDIM LIBERDADE	1	AUTO	JARDIM LIBERDADE (1)
74480008	VILA MUTIRAO	1	AUTO	VILA MUTIRÃO (1)
74480010	JARDIM LIBERDADE	3	AUTO	JARDIM LIBERDADE (3)
74480020	VILA MUTIRAO	3	REVISAR	VILA MUTIRAO (2) | JARDIM LIBERDADE (1)
74480030	JARDIM LIBERDADE	41	REVISAR	JARDIM LIBERDADE (39) | VILA MUTIRAO (2)
74480040	VILA MUTIRAO	9	REVISAR	VILA MUTIRAO (6) | VILA MUTIRAO I (3)
74480050	NOVO PLANALTO	5	VARIACAO	NOVO PLANALTO (3) | SETOR NOVO PLANALTO (2)
74480060	NOVO PLANALTO	55	REVISAR	NOVO PLANALTO (52) | VILA MUTIRAO (1) | JARDIM NOVA ESPERANCA (1) | MANSOES PARAISO (1)
74480070	JARDIM LIBERDADE	29	REVISAR	JARDIM LIBERDADE (24) | NOVO PLANALTO (3) | VILA MUTIRAO (2)
74480080	NOVO PLANALTO	1	AUTO	NOVO PLANALTO (1)
74480098	SAO CARLOS	1	AUTO	SÃO CARLOS (1)
74480110	VILA MUTIRAO	29	REVISAR	VILA MUTIRAO (13) | VILA MUTIRAO I (10) | JARDIM LIBERDADE (5) | JARDIM CURITIBA IV (1)
74480120	VILA MUTIRAO I	13	REVISAR	VILA MUTIRAO I (7) | VILA MUTIRAO (5) | CURITIBA 4 (1)
74480130	NOVO PLANALTO	4	VARIACAO	NOVO PLANALTO (3) | SETOR NOVO PLANALTO (1)
74480140	VILA MUTIRAO	14	REVISAR	VILA MUTIRAO (9) | VILA MUTIRAO I (4) | JARDIM LIBERDADE (1)
74480150	VILA MUTIRAO I	18	REVISAR	VILA MUTIRAO I (9) | VILA MUTIRAO (8) | JARDIM LIBERDADE (1)
