cep	clientes	status	bairro_padrao_gravacao	familias	motivo
74495220	2	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ (2)	Todas as variantes pertencem à mesma família
74495240	1	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ (1)	Todas as variantes pertencem à mesma família
74495260	3	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ (3)	Todas as variantes pertencem à mesma família
74495290	2	BLOQUEADO		CONJUNTO VERA CRUZ (1) || CONJUNTO VERA CRUZ 2 (1)	CEP possui famílias de bairros estruturalmente distintas
74495300	1	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ (1)	Todas as variantes pertencem à mesma família
74495310	2	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ (2)	Todas as variantes pertencem à mesma família
74495360	1	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ (1)	Todas as variantes pertencem à mesma família
74495380	2	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ (2)	Todas as variantes pertencem à mesma família
74495390	1	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ (1)	Todas as variantes pertencem à mesma família
74495440	2	BLOQUEADO		CONJUNTO VERA CRUZ (1) || CONJUNTO VERA CRUZ II 7ª ETAPA (1)	CEP possui famílias de bairros estruturalmente distintas
74495520	2	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ (2)	Todas as variantes pertencem à mesma família
74495540	2	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ (2)	Todas as variantes pertencem à mesma família
74495550	2	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ (2)	Todas as variantes pertencem à mesma família
74495600	2	BLOQUEADO		CONJUNTO VERA CRUZ (1) || CONJUNTO VERA CRUZ II (1)	CEP possui famílias de bairros estruturalmente distintas
74495610	1	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ (1)	Todas as variantes pertencem à mesma família
74495617	1	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ (1)	Todas as variantes pertencem à mesma família
74495740	2	SEGURO	SETOR DAS NAÇÕES	SETOR DAS NAÇÕES (2)	Todas as variantes pertencem à mesma família
74495810	1	SEGURO	SETOR DAS NAÇÕES	SETOR DAS NAÇÕES (1)	Todas as variantes pertencem à mesma família
74495841	1	SEGURO	RESIDENCIAL MENDANHA	RESIDENCIAL MENDANHA (1)	Todas as variantes pertencem à mesma família
74495858	1	SEGURO	RESIDENCIAL MENDANHA	RESIDENCIAL MENDANHA (1)	Todas as variantes pertencem à mesma família
74495873	1	SEGURO	RESIDENCIAL NOVA AURORA	RESIDENCIAL NOVA AURORA (1)	Todas as variantes pertencem à mesma família
74495891	1	SEGURO	RESIDENCIAL NOVA AURORA	RESIDENCIAL NOVA AURORA (1)	Todas as variantes pertencem à mesma família
74495893	1	SEGURO	RESIDENCIAL NOVA AURORA	RESIDENCIAL NOVA AURORA (1)	Todas as variantes pertencem à mesma família
74495895	1	SEGURO	RESIDENCIAL NOVA AURORA	RESIDENCIAL NOVA AURORA (1)	Todas as variantes pertencem à mesma família
74495897	2	SEGURO	RESIDENCIAL NOVA AURORA	RESIDENCIAL NOVA AURORA (2)	Todas as variantes pertencem à mesma família
74496328	1	SEGURO	RESIDENCIAL TUZIMOTO	RESIDENCIAL TUZIMOTO (1)	Todas as variantes pertencem à mesma família
74496332	1	SEGURO	RESIDENCIAL TUZIMOTO	RESIDENCIAL TUZIMOTO (1)	Todas as variantes pertencem à mesma família
74523540	1	SEGURO	PROGRESSO	PROGRESSO (1)	Todas as variantes pertencem à mesma família
74550132	1	SEGURO	SETOR PROGRESSO	SETOR PROGRESSO (1)	Todas as variantes pertencem à mesma família
74550140	1	SEGURO	SETOR CENTRO OESTE	SETOR CENTRO OESTE (1)	Todas as variantes pertencem à mesma família
74550580	1	SEGURO	SETOR PROGRESSO	SETOR PROGRESSO (1)	Todas as variantes pertencem à mesma família
74555105	1	SEGURO	SETOR AEROVIARIO	SETOR AEROVIARIO (1)	Todas as variantes pertencem à mesma família
74555554	2	SEGURO	ALBINO BOAVENTURA	ALBINO BOAVENTURA (2)	Todas as variantes pertencem à mesma família
74555555	1	SEGURO	RESIDENCIAL SENADOR ALBINO BOAVENTURA	RESIDENCIAL SENADOR ALBINO BOAVENTURA (1)	Todas as variantes pertencem à mesma família
74555556	5	BLOQUEADO		ALBINO BOAVENTURA (3) || RESIDENCIAL ALBINO BOAVENTURA (1) || Residencial Senador Albino Boaventura (1)	CEP possui famílias de bairros estruturalmente distintas
74555557	13	REVISAR	ALBINO BOAVENTURA	ALBINO BOAVENTURA (9) || RESIDENCIAL SENADOR ALBINO BOAVENTURA (2) | Residencial Senador Albino Boaventura (1) || ALBINO BOA VENTURA (1)	Há família dominante, porém sem segurança suficiente para alteração automática
74555558	21	BLOQUEADO		ALBINO BOAVENTURA (11) || RESIDENCIAL SENADOR ALBINO BOAVENTURA (7) | Residencial Senador Albino Boaventura (1) || RESIDENCIAL ALBINO BOAVENTURA (2)	CEP possui famílias de bairros estruturalmente distintas
74555559	11	BLOQUEADO		ALBINO BOAVENTURA (5) || RESIDENCIAL SENADOR ALBINO BOAVENTURA (3) | Residencial Senador Albino Boaventura (2) || RESIDENCIAL ALBINO BOAVENTURA (1)	CEP possui famílias de bairros estruturalmente distintas
74555560	1	SEGURO	RESIDENCIAL SENADOR ALBINO BOAVENTURA	RESIDENCIAL SENADOR ALBINO BOAVENTURA (1)	Todas as variantes pertencem à mesma família
74555561	2	BLOQUEADO		ALBINO BOAVENTURA (1) || SETOR MARABÁ (1)	CEP possui famílias de bairros estruturalmente distintas
74555562	2	SEGURO	ALBINO BOAVENTURA	ALBINO BOAVENTURA (2)	Todas as variantes pertencem à mesma família
74555598	1	SEGURO	ALBINO BOAVENTURA	ALBINO BOAVENTURA (1)	Todas as variantes pertencem à mesma família
74558023	1	SEGURO	PERIM	PERIM (1)	Todas as variantes pertencem à mesma família
74564524	1	SEGURO	SETOR MARABÁ	SETOR MARABÁ (1)	Todas as variantes pertencem à mesma família
74565006	1	SEGURO	PANORAMA PARQUE	PANORAMA PARQUE (1)	Todas as variantes pertencem à mesma família
74573160	2	SEGURO	SETOR SEVENE	SETOR SEVENE (2)	Todas as variantes pertencem à mesma família
74573170	1	SEGURO	Setor Sevene	Setor Sevene (1)	Todas as variantes pertencem à mesma família
74573180	1	SEGURO	SETOR CANDIDA DE MORAES	SETOR CANDIDA DE MORAES (1)	Todas as variantes pertencem à mesma família
74573370	4	BLOQUEADO		SETOR SEVENE (3) || RESIDENCIAL HUGO DE MORAES (1)	CEP possui famílias de bairros estruturalmente distintas
74573381	1	SEGURO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES (1)	Todas as variantes pertencem à mesma família
74573386	1	SEGURO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES (1)	Todas as variantes pertencem à mesma família
74573387	3	BLOQUEADO		RESIDENCIAL HUGO DE MORAES (2) || HUGO DE MORAIS (1)	CEP possui famílias de bairros estruturalmente distintas
74573388	3	BLOQUEADO		RESIDENCIAL HUGO DE MORAES (2) || HUGO MORAES (1)	CEP possui famílias de bairros estruturalmente distintas
74573389	2	SEGURO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES (1) | Residencial Hugo de Moraes (1)	Todas as variantes pertencem à mesma família
74573390	2	SEGURO	SETOR SEVENE	SETOR SEVENE (2)	Todas as variantes pertencem à mesma família
74573391	3	BLOQUEADO		RESIDENCIAL HUGO DE MORAES (2) || RESIDENCIAL HUGO DE MORAIS (1)	CEP possui famílias de bairros estruturalmente distintas
74573392	1	SEGURO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES (1)	Todas as variantes pertencem à mesma família
74573393	3	BLOQUEADO		RESIDENCIAL HUGO DE MORAES (2) || HUGO MORAES (1)	CEP possui famílias de bairros estruturalmente distintas
74573394	1	SEGURO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES (1)	Todas as variantes pertencem à mesma família
74573397	2	SEGURO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES (2)	Todas as variantes pertencem à mesma família
74573398	5	SEGURO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES (5)	Todas as variantes pertencem à mesma família
74573401	1	SEGURO	HUGO DE MORAES	HUGO DE MORAES (1)	Todas as variantes pertencem à mesma família
74573402	5	SEGURO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES (4) | Residencial Hugo de Moraes (1)	Todas as variantes pertencem à mesma família
74573403	2	SEGURO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES (1) | Residencial Hugo de Moraes (1)	Todas as variantes pertencem à mesma família
74573424	1	SEGURO	RESIDENCIAL GUAREMA	RESIDENCIAL GUAREMA (1)	Todas as variantes pertencem à mesma família
74573426	2	BLOQUEADO		RESIDENCIA GUAREMA (1) || RESIDENCIAL GUAREMA (1)	CEP possui famílias de bairros estruturalmente distintas
74575390	1	SEGURO	SETOR GENTIL MEIRELES	SETOR GENTIL MEIRELES (1)	Todas as variantes pertencem à mesma família
74580000	1	SEGURO	SETOR PERIM	SETOR PERIM (1)	Todas as variantes pertencem à mesma família
74580080	1	SEGURO	VILA CRISTINA	VILA CRISTINA (1)	Todas as variantes pertencem à mesma família
74580150	3	SEGURO	SETOR PERIM	SETOR PERIM (3)	Todas as variantes pertencem à mesma família
74580190	7	SEGURO	SETOR PERIM	SETOR PERIM (7)	Todas as variantes pertencem à mesma família
74580200	1	SEGURO	Setor Perim	Setor Perim (1)	Todas as variantes pertencem à mesma família
74580230	3	SEGURO	SETOR PERIM	SETOR PERIM (2) | Setor Perim (1)	Todas as variantes pertencem à mesma família
74580260	2	SEGURO	SETOR PERIM	SETOR PERIM (2)	Todas as variantes pertencem à mesma família
74580270	4	BLOQUEADO		SETOR PERIM (3) || SETOR PROGRESSO (1)	CEP possui famílias de bairros estruturalmente distintas
74580280	2	SEGURO	SETOR PERIM	SETOR PERIM (1) | Setor Perim (1)	Todas as variantes pertencem à mesma família
74580290	3	SEGURO	SETOR PERIM	SETOR PERIM (3)	Todas as variantes pertencem à mesma família
74580300	2	SEGURO	SETOR PERIM	SETOR PERIM (1) | Setor Perim (1)	Todas as variantes pertencem à mesma família
74580330	2	SEGURO	SETOR PERIM	SETOR PERIM (2)	Todas as variantes pertencem à mesma família
74580340	5	SEGURO	SETOR PERIM	SETOR PERIM (5)	Todas as variantes pertencem à mesma família
74580350	9	SEGURO	SETOR PERIM	SETOR PERIM (7) | Setor Perim (2)	Todas as variantes pertencem à mesma família
74580360	6	SEGURO	SETOR PERIM	SETOR PERIM (4) | PERIM (1) | Setor Perim (1)	Todas as variantes pertencem à mesma família
74580370	6	SEGURO	SETOR PERIM	SETOR PERIM (4) | Setor Perim (2)	Todas as variantes pertencem à mesma família
74580380	3	SEGURO	SETOR PERIM	SETOR PERIM (2) | PERIM (1)	Todas as variantes pertencem à mesma família
74580390	6	SEGURO	SETOR PERIM	SETOR PERIM (6)	Todas as variantes pertencem à mesma família
74580400	3	SEGURO	SETOR PERIM	SETOR PERIM (2) | Setor Perim (1)	Todas as variantes pertencem à mesma família
74580440	1	SEGURO	VILA CLEMENTE	VILA CLEMENTE (1)	Todas as variantes pertencem à mesma família
74580445	1	SEGURO	VILA SÃO JOSE	VILA SÃO JOSE (1)	Todas as variantes pertencem à mesma família
74580455	2	SEGURO	VILA CLEMENTE	VILA CLEMENTE (2)	Todas as variantes pertencem à mesma família
74580460	1	SEGURO	VILA CLEMENTE	VILA CLEMENTE (1)	Todas as variantes pertencem à mesma família
74580490	3	SEGURO	VILA CLEMENTE	VILA CLEMENTE (3)	Todas as variantes pertencem à mesma família
74580500	3	SEGURO	Setor Progresso	Setor Progresso (2) | SETOR PROGRESSO (1)	Todas as variantes pertencem à mesma família
74580505	1	SEGURO	VILA CLEMENTE	VILA CLEMENTE (1)	Todas as variantes pertencem à mesma família
74580510	3	SEGURO	SETOR PROGRESSO	SETOR PROGRESSO (2) | Setor Progresso (1)	Todas as variantes pertencem à mesma família
74580520	4	SEGURO	SETOR PROGRESSO	SETOR PROGRESSO (3) | Setor Progresso (1)	Todas as variantes pertencem à mesma família
74580530	1	SEGURO	SETOR PROGRESSO	SETOR PROGRESSO (1)	Todas as variantes pertencem à mesma família
74580535	5	SEGURO	SETOR PROGRESSO	SETOR PROGRESSO (4) | Setor Progresso (1)	Todas as variantes pertencem à mesma família
74580540	4	SEGURO	SETOR PROGRESSO	SETOR PROGRESSO (4)	Todas as variantes pertencem à mesma família
74580550	3	SEGURO	SETOR PROGRESSO	SETOR PROGRESSO (3)	Todas as variantes pertencem à mesma família
74580560	3	SEGURO	SETOR PROGRESSO	SETOR PROGRESSO (3)	Todas as variantes pertencem à mesma família
74580570	7	SEGURO	SETOR PROGRESSO	SETOR PROGRESSO (7)	Todas as variantes pertencem à mesma família
74580580	2	SEGURO	SETOR PROGRESSO	SETOR PROGRESSO (1) | Setor Progresso (1)	Todas as variantes pertencem à mesma família
74580590	1	SEGURO	SETOR PERIM	SETOR PERIM (1)	Todas as variantes pertencem à mesma família
74580600	5	SEGURO	SETOR PROGRESSO	SETOR PROGRESSO (4) | Setor Progresso (1)	Todas as variantes pertencem à mesma família
74580610	4	SEGURO	SETOR PROGRESSO	SETOR PROGRESSO (4)	Todas as variantes pertencem à mesma família
74580620	1	SEGURO	SETOR PROGRESSO	SETOR PROGRESSO (1)	Todas as variantes pertencem à mesma família
74580650	1	SEGURO	SETOR PROGRESSO	SETOR PROGRESSO (1)	Todas as variantes pertencem à mesma família
74580660	8	SEGURO	SETOR PROGRESSO	SETOR PROGRESSO (7) | Setor Progresso (1)	Todas as variantes pertencem à mesma família
74580690	3	SEGURO	SETOR PROGRESSO	SETOR PROGRESSO (3)	Todas as variantes pertencem à mesma família
74580710	4	SEGURO	SETOR PROGRESSO	SETOR PROGRESSO (3) | Setor Progresso (1)	Todas as variantes pertencem à mesma família
74580740	5	SEGURO	SETOR PROGRESSO	SETOR PROGRESSO (3) | Setor Progresso (2)	Todas as variantes pertencem à mesma família
74580760	2	SEGURO	RESIDENCIAL ITAMARACA	RESIDENCIAL ITAMARACA (1) | RESIDENCIAL ITAMARACÁ (1)	Todas as variantes pertencem à mesma família
74580761	1	SEGURO	Residencial Itamaracá	Residencial Itamaracá (1)	Todas as variantes pertencem à mesma família
74580765	3	SEGURO	Residencial Itamaracá	Residencial Itamaracá (2) | RESIDENCIAL ITAMARACÁ (1)	Todas as variantes pertencem à mesma família
74580766	1	SEGURO	Residencial Itamaracá	Residencial Itamaracá (1)	Todas as variantes pertencem à mesma família
74580790	1	SEGURO	RESIDENCIAL ITAMARACÁ	RESIDENCIAL ITAMARACÁ (1)	Todas as variantes pertencem à mesma família
74580795	1	SEGURO	Residencial Itamaracá	Residencial Itamaracá (1)	Todas as variantes pertencem à mesma família
74580800	3	SEGURO	SETOR PERIM	SETOR PERIM (2) | PERIM (1)	Todas as variantes pertencem à mesma família
74580805	1	SEGURO	RESIDENCIAL ITAMARACÁ	RESIDENCIAL ITAMARACÁ (1)	Todas as variantes pertencem à mesma família
74580810	2	SEGURO	RESIDENCIAL ITAMARACÁ	RESIDENCIAL ITAMARACÁ (2)	Todas as variantes pertencem à mesma família
74580815	7	SEGURO	RESIDENCIAL ITAMARACÁ	RESIDENCIAL ITAMARACÁ (4) | RESIDENCIAL ITAMARACA (2) | Residencial Itamaracá (1)	Todas as variantes pertencem à mesma família
74580825	2	SEGURO	RESIDENCIAL ITAMARACÁ	RESIDENCIAL ITAMARACÁ (1) | RESIDENCIAL ITAMARACA (1)	Todas as variantes pertencem à mesma família
74580830	5	SEGURO	Residencial Itamaracá	Residencial Itamaracá (3) | RESIDENCIAL ITAMARACÁ (2)	Todas as variantes pertencem à mesma família
74580860	5	BLOQUEADO		SETOR PERIM (3) || SETOR PERIM CONTINUAÇÃO (2)	CEP possui famílias de bairros estruturalmente distintas
74583000	1	SEGURO	RESIDENCIAL SENADOR ALBINO BOAVENTURA	RESIDENCIAL SENADOR ALBINO BOAVENTURA (1)	Todas as variantes pertencem à mesma família
74583030	1	SEGURO	Vila Maria Dilce	Vila Maria Dilce (1)	Todas as variantes pertencem à mesma família
74583050	9	SEGURO	VILA MARIA DILCE	VILA MARIA DILCE (5) | Vila Maria Dilce (4)	Todas as variantes pertencem à mesma família
74583055	3	BLOQUEADO		VILA MARIA DILCE (2) || VILA CRISTINA (1)	CEP possui famílias de bairros estruturalmente distintas
74583060	6	SEGURO	VILA MARIA DILCE	VILA MARIA DILCE (6)	Todas as variantes pertencem à mesma família
74583065	1	SEGURO	Vila Maria Dilce	Vila Maria Dilce (1)	Todas as variantes pertencem à mesma família
74583070	3	BLOQUEADO		MARIA DILCE (1) || VILA CRISTINA (1) || Vila Maria Dilce (1)	CEP possui famílias de bairros estruturalmente distintas
74583100	17	REVISAR	VILA MARIA DILCE	VILA MARIA DILCE (12) | Vila Maria Dilce (4) || MARIA DILCE (1)	Família dominante identificada, mas existem famílias distintas no mesmo CEP
74583110	3	SEGURO	VILA MARIA DILCE	VILA MARIA DILCE (3)	Todas as variantes pertencem à mesma família
74583115	2	SEGURO	VILA MARIA DILCE	VILA MARIA DILCE (1) | Vila Maria Dilce (1)	Todas as variantes pertencem à mesma família
74583130	1	SEGURO	VILA MARIA DILCE	VILA MARIA DILCE (1)	Todas as variantes pertencem à mesma família
74583135	1	SEGURO	SETOR PROGRESSO	SETOR PROGRESSO (1)	Todas as variantes pertencem à mesma família
74583220	1	SEGURO	VILA JOÃO VAZ	VILA JOÃO VAZ (1)	Todas as variantes pertencem à mesma família
74583264	1	SEGURO	JARDIM SANTA CECÍLIA	JARDIM SANTA CECÍLIA (1)	Todas as variantes pertencem à mesma família
74583285	1	SEGURO	SETOR EMPRESARIAL	SETOR EMPRESARIAL (1)	Todas as variantes pertencem à mesma família
74583290	3	BLOQUEADO		SETOR MARABÁ (1) | SETOR MARABA (1) || SETOR NOROESTE (1)	CEP possui famílias de bairros estruturalmente distintas
74583298	1	SEGURO	Residencial Recreio Panorama	Residencial Recreio Panorama (1)	Todas as variantes pertencem à mesma família
74583350	7	SEGURO	SETOR EMPRESARIAL	SETOR EMPRESARIAL (7)	Todas as variantes pertencem à mesma família
74583360	1	SEGURO	SETOR EMPRESARIAL	SETOR EMPRESARIAL (1)	Todas as variantes pertencem à mesma família
74583650	1	SEGURO	SETOR EMPRESARIAL	SETOR EMPRESARIAL (1)	Todas as variantes pertencem à mesma família
74583700	4	SEGURO	Jardim Gramado	Jardim Gramado (2) | JARDIM GRAMADO (2)	Todas as variantes pertencem à mesma família
74583705	5	SEGURO	JARDIM GRAMADO	JARDIM GRAMADO (4) | Jardim Gramado (1)	Todas as variantes pertencem à mesma família
74583710	2	SEGURO	JARDIM GRAMADO	JARDIM GRAMADO (2)	Todas as variantes pertencem à mesma família
74583715	11	REVISAR	JARDIM GRAMADO	JARDIM GRAMADO (8) | Jardim Gramado (1) || VILA MARIA DILCE (1) || VILA CRISTINA (1)	Há família dominante, porém sem segurança suficiente para alteração automática
74583720	6	SEGURO	JARDIM GRAMADO	JARDIM GRAMADO (5) | Jardim Gramado (1)	Todas as variantes pertencem à mesma família
74583725	7	SEGURO	JARDIM GRAMADO	JARDIM GRAMADO (7)	Todas as variantes pertencem à mesma família
74583730	1	SEGURO	JARDIM  GRAMADO	JARDIM  GRAMADO (1)	Todas as variantes pertencem à mesma família
74583735	3	SEGURO	JARDIM GRAMADO	JARDIM GRAMADO (3)	Todas as variantes pertencem à mesma família
74583750	1	SEGURO	JARDIM GRAMADO	JARDIM GRAMADO (1)	Todas as variantes pertencem à mesma família
74583760	1	SEGURO	JARDIM GRAMADO	JARDIM GRAMADO (1)	Todas as variantes pertencem à mesma família
74583765	1	SEGURO	JARDIM GRAMADO	JARDIM GRAMADO (1)	Todas as variantes pertencem à mesma família
74584000	6	SEGURO	VILA CRISTINA	VILA CRISTINA (5) | Vila Cristina (1)	Todas as variantes pertencem à mesma família
74584010	2	SEGURO	VILA CRISTINA	VILA CRISTINA (2)	Todas as variantes pertencem à mesma família
74584030	1	SEGURO	VILA CRISTINA	VILA CRISTINA (1)	Todas as variantes pertencem à mesma família
74584040	1	SEGURO	VILA CRISTINA	VILA CRISTINA (1)	Todas as variantes pertencem à mesma família
74584060	3	BLOQUEADO		VILA CRISTINA (2) || MARIA DILCE (1)	CEP possui famílias de bairros estruturalmente distintas
74584090	1	SEGURO	VILA CRISTINA	VILA CRISTINA (1)	Todas as variantes pertencem à mesma família
74584120	6	REVISAR	VILA CRISTINA	VILA CRISTINA (5) || VILA MARIA DILCE (1)	Há família dominante, porém sem segurança suficiente para alteração automática
74584230	6	BLOQUEADO		VILA CRISTINA (4) || Vila Cristina Continuação (1) | VILA CRISTINA CONTINUAÇÃO (1)	CEP possui famílias de bairros estruturalmente distintas
74584235	3	SEGURO	VILA CRISTINA	VILA CRISTINA (3)	Todas as variantes pertencem à mesma família
74584305	1	SEGURO	VILA CRISTINA EXTENSÃO	VILA CRISTINA EXTENSÃO (1)	Todas as variantes pertencem à mesma família
74584310	2	SEGURO	VILA CRISTINA EXTENSÃO	VILA CRISTINA EXTENSÃO (2)	Todas as variantes pertencem à mesma família
74590090	1	SEGURO	JARDIM BALNEÁRIO MEIA PONTE	JARDIM BALNEÁRIO MEIA PONTE (1)	Todas as variantes pertencem à mesma família
74590360	1	SEGURO	JARDIM BALNEÁRIO MEIA PONTE	JARDIM BALNEÁRIO MEIA PONTE (1)	Todas as variantes pertencem à mesma família
74590540	1	SEGURO	Jardim Balneário Meia Ponte	Jardim Balneário Meia Ponte (1)	Todas as variantes pertencem à mesma família
74590770	1	SEGURO	Jardim Balneário Meia Ponte	Jardim Balneário Meia Ponte (1)	Todas as variantes pertencem à mesma família
74591003	1	SEGURO	Residencial Balneário 2	Residencial Balneário 2 (1)	Todas as variantes pertencem à mesma família
74593210	1	SEGURO	Jardim Balneário Meia Ponte	Jardim Balneário Meia Ponte (1)	Todas as variantes pertencem à mesma família
74593270	1	SEGURO	Parque das Nações	Parque das Nações (1)	Todas as variantes pertencem à mesma família
74594102	1	SEGURO	Residencial Barravento	Residencial Barravento (1)	Todas as variantes pertencem à mesma família
74594124	1	SEGURO	Residencial Barravento	Residencial Barravento (1)	Todas as variantes pertencem à mesma família
74594151	1	SEGURO	Jardim Belvedere	Jardim Belvedere (1)	Todas as variantes pertencem à mesma família
74594330	1	SEGURO	Residencial Jose Viandeli	Residencial Jose Viandeli (1)	Todas as variantes pertencem à mesma família
74595110	1	SEGURO	Residencial Maria Lourença	Residencial Maria Lourença (1)	Todas as variantes pertencem à mesma família
74605020	1	SEGURO	SETOR LESTE UNIVERSITÁRIO	SETOR LESTE UNIVERSITÁRIO (1)	Todas as variantes pertencem à mesma família
74620050	3	SEGURO	VILA MORAIS	VILA MORAIS (3)	Todas as variantes pertencem à mesma família
74620060	4	SEGURO	VILA MORAIS	VILA MORAIS (4)	Todas as variantes pertencem à mesma família
74620170	1	SEGURO	Vila Morais	Vila Morais (1)	Todas as variantes pertencem à mesma família
74620190	2	SEGURO	VILA MORAIS	VILA MORAIS (2)	Todas as variantes pertencem à mesma família
74620220	3	SEGURO	VILA MORAIS	VILA MORAIS (3)	Todas as variantes pertencem à mesma família
74620230	7	SEGURO	VILA MORAIS	VILA MORAIS (7)	Todas as variantes pertencem à mesma família
74620250	1	SEGURO	VILA MORAIS	VILA MORAIS (1)	Todas as variantes pertencem à mesma família
74620260	1	SEGURO	VILA MORAIS	VILA MORAIS (1)	Todas as variantes pertencem à mesma família
74620270	1	SEGURO	VILA MORAIS	VILA MORAIS (1)	Todas as variantes pertencem à mesma família
74620280	3	SEGURO	VILA MORAIS	VILA MORAIS (2) | Vila Morais (1)	Todas as variantes pertencem à mesma família
74620300	1	SEGURO	VILA MORAIS	VILA MORAIS (1)	Todas as variantes pertencem à mesma família
74620310	1	SEGURO	VILA MORAIS	VILA MORAIS (1)	Todas as variantes pertencem à mesma família
74620320	7	SEGURO	VILA MORAIS	VILA MORAIS (6) | Vila Morais (1)	Todas as variantes pertencem à mesma família
74620330	4	SEGURO	VILA MORAIS	VILA MORAIS (4)	Todas as variantes pertencem à mesma família
74620365	1	SEGURO	VILA MORAIS	VILA MORAIS (1)	Todas as variantes pertencem à mesma família
74620375	6	SEGURO	VILA MORAIS	VILA MORAIS (6)	Todas as variantes pertencem à mesma família
74620400	3	SEGURO	VILA MORAIS	VILA MORAIS (2) | Vila Morais (1)	Todas as variantes pertencem à mesma família
74620410	1	SEGURO	VILA MORAIS	VILA MORAIS (1)	Todas as variantes pertencem à mesma família
74630134	1	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (1)	Todas as variantes pertencem à mesma família
74635100	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74645527	1	SEGURO	SETOR MARABÁ	SETOR MARABÁ (1)	Todas as variantes pertencem à mesma família
74655150	1	SEGURO	VILA MONTICELLI	VILA MONTICELLI (1)	Todas as variantes pertencem à mesma família
74675380	1	SEGURO	RESIDENCIAL ANGLO	RESIDENCIAL ANGLO (1)	Todas as variantes pertencem à mesma família
74675400	1	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (1)	Todas as variantes pertencem à mesma família
74680130	1	SEGURO	JARDIM COLORADO	JARDIM COLORADO (1)	Todas as variantes pertencem à mesma família
74700170	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74703010	2	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (2)	Todas as variantes pertencem à mesma família
74703020	12	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (11) | Jardim Novo Mundo (1)	Todas as variantes pertencem à mesma família
74703030	2	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (2)	Todas as variantes pertencem à mesma família
74703060	4	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (4)	Todas as variantes pertencem à mesma família
74703070	2	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (2)	Todas as variantes pertencem à mesma família
74703080	4	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (4)	Todas as variantes pertencem à mesma família
74703100	3	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (3)	Todas as variantes pertencem à mesma família
74703118	1	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (1)	Todas as variantes pertencem à mesma família
74703140	2	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (2)	Todas as variantes pertencem à mesma família
74703210	1	SEGURO	VILA MARTINS	VILA MARTINS (1)	Todas as variantes pertencem à mesma família
74703220	3	SEGURO	VILA MARTINS	VILA MARTINS (3)	Todas as variantes pertencem à mesma família
74703230	1	SEGURO	VILA MARTINS	VILA MARTINS (1)	Todas as variantes pertencem à mesma família
74703300	1	SEGURO	JARDIM CALIFÓRNIA PARQUE INDUSTRIAL	JARDIM CALIFÓRNIA PARQUE INDUSTRIAL (1)	Todas as variantes pertencem à mesma família
74705010	7	SEGURO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO (4) | Jardim Novo Mundo (3)	Todas as variantes pertencem à mesma família
