cep	status	bairro_sugerido	bairro_principal_original	clientes_total	clientes_principal	clientes_a_alterar	percentual_principal	familias	variacoes
74487095	SEGURO	RESIDENCIAL SAO MARCOS	RESIDENCIAL SÃO MARCOS	1	1	0	100.0	1	RESIDENCIAL SÃO MARCOS (1)
74487115	SEGURO	RESIDENCIAL SAO MARCOS	RESIDENCIAL SÃO MARCOS	3	3	0	100.0	1	RESIDENCIAL SÃO MARCOS (3)
74487120	SEGURO	RESIDENCIAL SAO MARCOS	Residencial São Marcos	2	1	1	100.0	1	Residencial São Marcos (1) | RESIDENCIAL SÃO MARCOS (1)
74487130	SEGURO	RESIDENCIAL SAO MARCOS	RESIDENCIAL SAO MARCOS	1	1	0	100.0	1	RESIDENCIAL SAO MARCOS (1)
74487150	BLOQUEADO	RESIDENCIAL SAO MARCOS	RESIDENCIAL SÃO MARCOS	5	4	1	80.0	2	RESIDENCIAL SÃO MARCOS (4) | SETOR MARABÁ (1)
74487160	SEGURO	RESIDENCIA SAO MARCOS	RESIDENCIA SÃO MARCOS	1	1	0	100.0	1	RESIDENCIA SÃO MARCOS (1)
74487720	SEGURO	JARDIM CURITIBA 1	Jardim Curitiba 1	1	1	0	100.0	1	Jardim Curitiba 1 (1)
74490110	SEGURO	JARDIM LIBERDADE	JARDIM LIBERDADE	1	1	0	100.0	1	JARDIM LIBERDADE (1)
74490215	SEGURO	PARQUE ELDORADO OESTE	PARQUE ELDORADO OESTE	1	1	0	100.0	1	PARQUE ELDORADO OESTE (1)
74490233	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	1	1	0	100.0	1	CONJUNTO VERA CRUZ (1)
74490237	SEGURO	PARQUE ELDORADO OESTE	PARQUE ELDORADO OESTE	1	1	0	100.0	1	PARQUE ELDORADO OESTE (1)
74490239	SEGURO	PARQUE ELDORADO OESTE	PARQUE ELDORADO OESTE	1	1	0	100.0	1	PARQUE ELDORADO OESTE (1)
74490271	SEGURO	PARQUE ELDORADO OESTE	PARQUE ELDORADO OESTE	1	1	0	100.0	1	PARQUE ELDORADO OESTE (1)
74490281	SEGURO	PARQUE ELDORADO OESTE	PARQUE ELDORADO OESTE	1	1	0	100.0	1	PARQUE ELDORADO OESTE (1)
74490283	SEGURO	PARQUE ELDORADO OESTE	PARQUE ELDORADO OESTE	1	1	0	100.0	1	PARQUE ELDORADO OESTE (1)
74490285	SEGURO	RESIDENCIAL ANA MORAES	RESIDENCIAL ANA MORAES	1	1	0	100.0	1	RESIDENCIAL ANA MORAES (1)
74490287	SEGURO	PARQUE ELDORADO OESTE	PARQUE ELDORADO OESTE	1	1	0	100.0	1	PARQUE ELDORADO OESTE (1)
74490297	SEGURO	PARQUE ELDORADO OESTE	PARQUE ELDORADO OESTE	2	2	0	100.0	1	PARQUE ELDORADO OESTE (2)
74490450	SEGURO	JARDIM CURITIBA IV	JARDIM CURITIBA IV	1	1	0	100.0	1	JARDIM CURITIBA IV (1)
74490855	SEGURO	RES BERTIN BELCHIOR	RES BERTIN BELCHIOR	1	1	0	100.0	1	RES BERTIN BELCHIOR (1)
74491115	SEGURO	RESIDENCIAL ANA MORAES	RESIDENCIAL ANA MORAES	1	1	0	100.0	1	RESIDENCIAL ANA MORAES (1)
74491130	BLOQUEADO	RESIDENCIAL ANA MORAES	RESIDENCIAL ANA MORAES	5	4	1	80.0	2	RESIDENCIAL ANA MORAES (4) | RESIDENCIAL ANA MORAIS (1)
74491135	SEGURO	RESIDENCIAL ANA MORAES	RESIDENCIAL ANA MORAES	1	1	0	100.0	1	RESIDENCIAL ANA MORAES (1)
74491469	BLOQUEADO	JARDIM NOVO MUNDO	JARDIM NOVO MUNDO	2	1	1	50.0	2	JARDIM NOVO MUNDO (1) | RESIDENCIAL MUNDO NOVO 3 (1)
74491735	SEGURO	MANSOES PARAISO	MANSÕES PARAISO	1	1	0	100.0	1	MANSÕES PARAISO (1)
74491792	SEGURO	RESIDENCIAL MUNDO NOVO 2	RESIDENCIAL MUNDO NOVO 2	1	1	0	100.0	1	RESIDENCIAL MUNDO NOVO 2 (1)
74492020	SEGURO	RESIDENCIAL SERRA AZUL ETAPA I	RESIDENCIAL SERRA AZUL ETAPA I	1	1	0	100.0	1	RESIDENCIAL SERRA AZUL ETAPA I (1)
74492025	SEGURO	RESIDENCIAL SERRA AZUL ETAPA 1	RESIDENCIAL SERRA AZUL ETAPA 1	1	1	0	100.0	1	RESIDENCIAL SERRA AZUL ETAPA 1 (1)
74492030	BLOQUEADO	RESIDENCIAL SERRA AZUL ETAPA I	RESIDENCIAL SERRA AZUL ETAPA I	3	2	1	66.67	2	RESIDENCIAL SERRA AZUL ETAPA I (2) | RESIDENCIAL SERRA AZUL (1)
74492035	SEGURO	RESIDENCIAL SERRA AZUL ETAPA I	RESIDENCIAL SERRA AZUL ETAPA I	1	1	0	100.0	1	RESIDENCIAL SERRA AZUL ETAPA I (1)
74492040	SEGURO	RESIDENCIAL SERRA AZUL ETAPA I	RESIDENCIAL SERRA AZUL ETAPA I	1	1	0	100.0	1	RESIDENCIAL SERRA AZUL ETAPA I (1)
74492055	SEGURO	RESIDENCIAL SERRA AZUL	RESIDENCIAL SERRA AZUL	1	1	0	100.0	1	RESIDENCIAL SERRA AZUL (1)
74492060	SEGURO	RESIDENCIAL SERRA AZUL I	RESIDENCIAL SERRA AZUL I	1	1	0	100.0	1	RESIDENCIAL SERRA AZUL I (1)
74492070	SEGURO	RESIDENCIAL SERRA AZUL ETAPA I	RESIDENCIAL SERRA AZUL ETAPA I	1	1	0	100.0	1	RESIDENCIAL SERRA AZUL ETAPA I (1)
74492135	SEGURO	RESIDENCIAL PORTINARI	RESIDENCIAL PORTINARI	1	1	0	100.0	1	RESIDENCIAL PORTINARI (1)
74492140	SEGURO	RESIDENCIAL PORTINARI	RESIDENCIAL PORTINARI	2	2	0	100.0	1	RESIDENCIAL PORTINARI (2)
74492165	SEGURO	RESIDENCIAL PORTINARI	RESIDENCIAL PORTINARI	4	4	0	100.0	1	RESIDENCIAL PORTINARI (4)
74492185	SEGURO	RESIDENCIAL PORTINARI	RESIDENCIAL PORTINARI	2	2	0	100.0	1	RESIDENCIAL PORTINARI (2)
74492200	SEGURO	RESIDENCIAL PORTINARI	RESIDENCIAL PORTINARI	3	3	0	100.0	1	RESIDENCIAL PORTINARI (3)
74492205	SEGURO	RESIDENCIAL PORTINARI	RESIDENCIAL PORTINARI	3	3	0	100.0	1	RESIDENCIAL PORTINARI (3)
74492225	SEGURO	JARDIM IMPERIAL	JARDIM IMPERIAL	1	1	0	100.0	1	JARDIM IMPERIAL (1)
74492230	SEGURO	JARDIM IMPERIAL	JARDIM IMPERIAL	1	1	0	100.0	1	JARDIM IMPERIAL (1)
74492295	SEGURO	RESIDENCIAL SERRA AZUL II	RESIDENCIAL SERRA AZUL II	1	1	0	100.0	1	RESIDENCIAL SERRA AZUL II (1)
74492338	SEGURO	RESIDENCIAL SAN MARINO	RESIDENCIAL SAN MARINO	2	2	0	100.0	1	RESIDENCIAL SAN MARINO (2)
74492359	SEGURO	RESIDENCIAL SAN MARINO	RESIDENCIAL SAN MARINO	1	1	0	100.0	1	RESIDENCIAL SAN MARINO (1)
74492405	SEGURO	RESIDENCIAL SANTA EFIGENIA	RESIDENCIAL SANTA EFIGÊNIA	3	3	0	100.0	1	RESIDENCIAL SANTA EFIGÊNIA (3)
74492411	SEGURO	RESIDENCIAL SANTA EFIGENIA	RESIDENCIAL SANTA EFIGÊNIA	1	1	0	100.0	1	RESIDENCIAL SANTA EFIGÊNIA (1)
74492413	SEGURO	RESIDENCIAL SANTA EFIGENIA	RESIDENCIAL SANTA EFIGÊNIA	1	1	0	100.0	1	RESIDENCIAL SANTA EFIGÊNIA (1)
74492423	SEGURO	RESIDENCIAL SANTA EFIGENIA	RESIDENCIAL SANTA EFIGENIA	3	2	1	100.0	1	RESIDENCIAL SANTA EFIGENIA (2) | RESIDENCIAL SANTA EFIGÊNIA (1)
74492451	SEGURO	RESIDENCIAL SANTA EFIGENIA	RESIDENCIAL SANTA EFIGÊNIA	1	1	0	100.0	1	RESIDENCIAL SANTA EFIGÊNIA (1)
74492706	BLOQUEADO	FAZENDA SANTA RITA QUADRA 01	FAZENDA SANTA RITA QUADRA 01	2	1	1	50.0	2	FAZENDA SANTA RITA QUADRA 01 (1) | JARDIM MIRABEL (1)
74493060	BLOQUEADO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	4	3	1	75.0	2	CONJUNTO VERA CRUZ (3) | MONTE PASCOAL (1)
74493130	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	1	1	0	100.0	1	CONJUNTO VERA CRUZ (1)
74493750	BLOQUEADO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	2	1	1	50.0	2	CONJUNTO VERA CRUZ (1) | CONJUNTO VERA CRUZ 2 (1)
74494001	SEGURO	JD. DAS HORTENCIAS	JD. DAS HORTÊNCIAS	1	1	0	100.0	1	JD. DAS HORTÊNCIAS (1)
74494081	SEGURO	RESIDENCIAL PRIMAVERA	RESIDENCIAL PRIMAVERA	1	1	0	100.0	1	RESIDENCIAL PRIMAVERA (1)
74494085	SEGURO	RESIDENCIAL PRIMAVERA	RESIDENCIAL PRIMAVERA	2	1	1	100.0	1	RESIDENCIAL PRIMAVERA (1) | Residencial Primavera (1)
74494086	SEGURO	RESIDENCIAL PRIMAVERA	RESIDENCIAL PRIMAVERA	1	1	0	100.0	1	RESIDENCIAL PRIMAVERA (1)
74494087	SEGURO	RESIDENCIAL PRIMAVERA	RESIDENCIAL PRIMAVERA	2	2	0	100.0	1	RESIDENCIAL PRIMAVERA (2)
74494088	SEGURO	RESIDENCIAL PRIMAVERA	RESIDENCIAL PRIMAVERA	2	2	0	100.0	1	RESIDENCIAL PRIMAVERA (2)
74494090	SEGURO	RESIDENCIAL PRIMAVERA	RESIDENCIAL PRIMAVERA	2	2	0	100.0	1	RESIDENCIAL PRIMAVERA (2)
74494091	SEGURO	RESIDENCIAL PRIMAVERA	RESIDENCIAL PRIMAVERA	1	1	0	100.0	1	RESIDENCIAL PRIMAVERA (1)
74494400	SEGURO	RESIDENCIAL MONTE PASCOAL	RESIDENCIAL MONTE PASCOAL	3	3	0	100.0	1	RESIDENCIAL MONTE PASCOAL (3)
74494405	SEGURO	RESIDENCIAL MONTE PASCOAL	RESIDENCIAL MONTE PASCOAL	1	1	0	100.0	1	RESIDENCIAL MONTE PASCOAL (1)
74494500	SEGURO	RESIDENCIAL MONTE PASCOAL	RESIDENCIAL MONTE PASCOAL	1	1	0	100.0	1	RESIDENCIAL MONTE PASCOAL (1)
74494510	SEGURO	RESIDENCIAL MONTE PASCOAL	RESIDENCIAL MONTE PASCOAL	2	2	0	100.0	1	RESIDENCIAL MONTE PASCOAL (2)
74494545	SEGURO	RESIDENCIAL MONTE PASCOAL	Residencial Monte Pascoal	1	1	0	100.0	1	Residencial Monte Pascoal (1)
74494560	SEGURO	RESIDENCIAL MONTE PASCOAL II	RESIDENCIAL MONTE PASCOAL II	1	1	0	100.0	1	RESIDENCIAL MONTE PASCOAL II (1)
74494568	SEGURO	RESIDENCIAL MONTE PASCOAL II	RESIDENCIAL MONTE PASCOAL II	1	1	0	100.0	1	RESIDENCIAL MONTE PASCOAL II (1)
74494574	SEGURO	RESIDENCIAL MONTE PASCOAL II	RESIDENCIAL MONTE PASCOAL II	1	1	0	100.0	1	RESIDENCIAL MONTE PASCOAL II (1)
74494576	SEGURO	RESIDENCIAL MONTE PASCOAL II	RESIDENCIAL MONTE PASCOAL II	1	1	0	100.0	1	RESIDENCIAL MONTE PASCOAL II (1)
74494582	SEGURO	RESIDENCIAL MONTE PASCOAL II	RESIDENCIAL MONTE PASCOAL II	1	1	0	100.0	1	RESIDENCIAL MONTE PASCOAL II (1)
74494686	SEGURO	JARDIM SAO JOSE	JARDIM SÃO JOSE	1	1	0	100.0	1	JARDIM SÃO JOSE (1)
74494705	SEGURO	JARDIM SAO JOSE	JARDIM SÃO JOSÉ	1	1	0	100.0	1	JARDIM SÃO JOSÉ (1)
74494740	SEGURO	JARDIM SAO JOSE	JARDIM SÃO JOSÉ	1	1	0	100.0	1	JARDIM SÃO JOSÉ (1)
74494760	SEGURO	JARDIM SAO JOSE	JARDIM SÃO JOSÉ	1	1	0	100.0	1	JARDIM SÃO JOSÉ (1)
74494790	SEGURO	SANTA EFIGENIA	SANTA EFIGENIA	1	1	0	100.0	1	SANTA EFIGENIA (1)
74495028	SEGURO	RESIDENCIAL YTAPUA	RESIDENCIAL YTAPUÃ	1	1	0	100.0	1	RESIDENCIAL YTAPUÃ (1)
74495030	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	1	1	0	100.0	1	CONJUNTO VERA CRUZ (1)
74495032	SEGURO	RESIDENCIAL YTAPUA	RESIDENCIAL YTAPUÃ	1	1	0	100.0	1	RESIDENCIAL YTAPUÃ (1)
74495070	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	1	1	0	100.0	1	CONJUNTO VERA CRUZ (1)
74495110	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	1	1	0	100.0	1	CONJUNTO VERA CRUZ (1)
74495130	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	2	2	0	100.0	1	CONJUNTO VERA CRUZ (2)
74495140	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	2	2	0	100.0	1	CONJUNTO VERA CRUZ (2)
74495220	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	2	2	0	100.0	1	CONJUNTO VERA CRUZ (2)
74495240	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	1	1	0	100.0	1	CONJUNTO VERA CRUZ (1)
74495260	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	3	3	0	100.0	1	CONJUNTO VERA CRUZ (3)
74495290	BLOQUEADO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	2	1	1	50.0	2	CONJUNTO VERA CRUZ (1) | CONJUNTO VERA CRUZ 2 (1)
74495300	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	1	1	0	100.0	1	CONJUNTO VERA CRUZ (1)
74495310	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	2	2	0	100.0	1	CONJUNTO VERA CRUZ (2)
74495360	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	1	1	0	100.0	1	CONJUNTO VERA CRUZ (1)
74495380	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	2	2	0	100.0	1	CONJUNTO VERA CRUZ (2)
74495390	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	1	1	0	100.0	1	CONJUNTO VERA CRUZ (1)
74495440	BLOQUEADO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	2	1	1	50.0	2	CONJUNTO VERA CRUZ (1) | CONJUNTO VERA CRUZ II 7ª ETAPA (1)
74495520	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	2	2	0	100.0	1	CONJUNTO VERA CRUZ (2)
74495540	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	2	2	0	100.0	1	CONJUNTO VERA CRUZ (2)
74495550	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	2	2	0	100.0	1	CONJUNTO VERA CRUZ (2)
74495600	BLOQUEADO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	2	1	1	50.0	2	CONJUNTO VERA CRUZ (1) | CONJUNTO VERA CRUZ II (1)
74495610	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	1	1	0	100.0	1	CONJUNTO VERA CRUZ (1)
74495617	SEGURO	CONJUNTO VERA CRUZ	CONJUNTO VERA CRUZ	1	1	0	100.0	1	CONJUNTO VERA CRUZ (1)
74495740	SEGURO	DAS NACOES	SETOR DAS NAÇÕES	2	2	0	100.0	1	SETOR DAS NAÇÕES (2)
74495810	SEGURO	DAS NACOES	SETOR DAS NAÇÕES	1	1	0	100.0	1	SETOR DAS NAÇÕES (1)
74495841	SEGURO	RESIDENCIAL MENDANHA	RESIDENCIAL MENDANHA	1	1	0	100.0	1	RESIDENCIAL MENDANHA (1)
74495858	SEGURO	RESIDENCIAL MENDANHA	RESIDENCIAL MENDANHA	1	1	0	100.0	1	RESIDENCIAL MENDANHA (1)
74495873	SEGURO	RESIDENCIAL NOVA AURORA	RESIDENCIAL NOVA AURORA	1	1	0	100.0	1	RESIDENCIAL NOVA AURORA (1)
74495891	SEGURO	RESIDENCIAL NOVA AURORA	RESIDENCIAL NOVA AURORA	1	1	0	100.0	1	RESIDENCIAL NOVA AURORA (1)
74495893	SEGURO	RESIDENCIAL NOVA AURORA	RESIDENCIAL NOVA AURORA	1	1	0	100.0	1	RESIDENCIAL NOVA AURORA (1)
74495895	SEGURO	RESIDENCIAL NOVA AURORA	RESIDENCIAL NOVA AURORA	1	1	0	100.0	1	RESIDENCIAL NOVA AURORA (1)
74495897	SEGURO	RESIDENCIAL NOVA AURORA	RESIDENCIAL NOVA AURORA	2	2	0	100.0	1	RESIDENCIAL NOVA AURORA (2)
74496328	SEGURO	RESIDENCIAL TUZIMOTO	RESIDENCIAL TUZIMOTO	1	1	0	100.0	1	RESIDENCIAL TUZIMOTO (1)
74496332	SEGURO	RESIDENCIAL TUZIMOTO	RESIDENCIAL TUZIMOTO	1	1	0	100.0	1	RESIDENCIAL TUZIMOTO (1)
74523540	SEGURO	PROGRESSO	PROGRESSO	1	1	0	100.0	1	PROGRESSO (1)
74550132	SEGURO	PROGRESSO	SETOR PROGRESSO	1	1	0	100.0	1	SETOR PROGRESSO (1)
74550140	SEGURO	CENTRO OESTE	SETOR CENTRO OESTE	1	1	0	100.0	1	SETOR CENTRO OESTE (1)
74550580	SEGURO	PROGRESSO	SETOR PROGRESSO	1	1	0	100.0	1	SETOR PROGRESSO (1)
74555105	SEGURO	AEROVIARIO	SETOR AEROVIARIO	1	1	0	100.0	1	SETOR AEROVIARIO (1)
74555554	SEGURO	ALBINO BOAVENTURA	ALBINO BOAVENTURA	2	2	0	100.0	1	ALBINO BOAVENTURA (2)
74555555	SEGURO	RESIDENCIAL SENADOR ALBINO BOAVENTURA	RESIDENCIAL SENADOR ALBINO BOAVENTURA	1	1	0	100.0	1	RESIDENCIAL SENADOR ALBINO BOAVENTURA (1)
74555556	BLOQUEADO	ALBINO BOAVENTURA	ALBINO BOAVENTURA	5	3	2	60.0	3	ALBINO BOAVENTURA (3) | RESIDENCIAL ALBINO BOAVENTURA (1) | Residencial Senador Albino Boaventura (1)
74555557	BLOQUEADO	ALBINO BOAVENTURA	ALBINO BOAVENTURA	13	9	4	69.23	3	ALBINO BOAVENTURA (9) | RESIDENCIAL SENADOR ALBINO BOAVENTURA (2) | ALBINO BOA VENTURA (1) | Residencial Senador Albino Boaventura (1)
74555558	BLOQUEADO	ALBINO BOAVENTURA	ALBINO BOAVENTURA	21	11	10	52.38	3	ALBINO BOAVENTURA (11) | RESIDENCIAL SENADOR ALBINO BOAVENTURA (7) | RESIDENCIAL ALBINO BOAVENTURA (2) | Residencial Senador Albino Boaventura (1)
74555559	BLOQUEADO	ALBINO BOAVENTURA	ALBINO BOAVENTURA	11	5	6	45.45	3	ALBINO BOAVENTURA (5) | RESIDENCIAL SENADOR ALBINO BOAVENTURA (3) | Residencial Senador Albino Boaventura (2) | RESIDENCIAL ALBINO BOAVENTURA (1)
74555560	SEGURO	RESIDENCIAL SENADOR ALBINO BOAVENTURA	RESIDENCIAL SENADOR ALBINO BOAVENTURA	1	1	0	100.0	1	RESIDENCIAL SENADOR ALBINO BOAVENTURA (1)
74555561	BLOQUEADO	ALBINO BOAVENTURA	ALBINO BOAVENTURA	2	1	1	50.0	2	ALBINO BOAVENTURA (1) | SETOR MARABÁ (1)
74555562	SEGURO	ALBINO BOAVENTURA	ALBINO BOAVENTURA	2	2	0	100.0	1	ALBINO BOAVENTURA (2)
74555598	SEGURO	ALBINO BOAVENTURA	ALBINO BOAVENTURA	1	1	0	100.0	1	ALBINO BOAVENTURA (1)
74558023	SEGURO	PERIM	PERIM	1	1	0	100.0	1	PERIM (1)
74564524	SEGURO	MARABA	SETOR MARABÁ	1	1	0	100.0	1	SETOR MARABÁ (1)
74565006	SEGURO	PANORAMA PARQUE	PANORAMA PARQUE	1	1	0	100.0	1	PANORAMA PARQUE (1)
74573160	SEGURO	SEVENE	SETOR SEVENE	2	2	0	100.0	1	SETOR SEVENE (2)
74573170	SEGURO	SEVENE	Setor Sevene	1	1	0	100.0	1	Setor Sevene (1)
74573180	SEGURO	CANDIDA DE MORAES	SETOR CANDIDA DE MORAES	1	1	0	100.0	1	SETOR CANDIDA DE MORAES (1)
74573370	BLOQUEADO	SEVENE	SETOR SEVENE	4	3	1	75.0	2	SETOR SEVENE (3) | RESIDENCIAL HUGO DE MORAES (1)
74573381	SEGURO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES	1	1	0	100.0	1	RESIDENCIAL HUGO DE MORAES (1)
74573386	SEGURO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES	1	1	0	100.0	1	RESIDENCIAL HUGO DE MORAES (1)
74573387	BLOQUEADO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES	3	2	1	66.67	2	RESIDENCIAL HUGO DE MORAES (2) | HUGO DE MORAIS (1)
74573388	BLOQUEADO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES	3	2	1	66.67	2	RESIDENCIAL HUGO DE MORAES (2) | HUGO MORAES (1)
74573389	SEGURO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES	2	1	1	100.0	1	RESIDENCIAL HUGO DE MORAES (1) | Residencial Hugo de Moraes (1)
74573390	SEGURO	SEVENE	SETOR SEVENE	2	2	0	100.0	1	SETOR SEVENE (2)
74573391	BLOQUEADO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES	3	2	1	66.67	2	RESIDENCIAL HUGO DE MORAES (2) | RESIDENCIAL HUGO DE MORAIS (1)
74573392	SEGURO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES	1	1	0	100.0	1	RESIDENCIAL HUGO DE MORAES (1)
74573393	BLOQUEADO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES	3	2	1	66.67	2	RESIDENCIAL HUGO DE MORAES (2) | HUGO MORAES (1)
74573394	SEGURO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES	1	1	0	100.0	1	RESIDENCIAL HUGO DE MORAES (1)
74573397	SEGURO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES	2	2	0	100.0	1	RESIDENCIAL HUGO DE MORAES (2)
74573398	SEGURO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES	5	5	0	100.0	1	RESIDENCIAL HUGO DE MORAES (5)
74573401	SEGURO	HUGO DE MORAES	HUGO DE MORAES	1	1	0	100.0	1	HUGO DE MORAES (1)
74573402	SEGURO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES	5	4	1	100.0	1	RESIDENCIAL HUGO DE MORAES (4) | Residencial Hugo de Moraes (1)
74573403	SEGURO	RESIDENCIAL HUGO DE MORAES	RESIDENCIAL HUGO DE MORAES	2	1	1	100.0	1	RESIDENCIAL HUGO DE MORAES (1) | Residencial Hugo de Moraes (1)
74573424	SEGURO	RESIDENCIAL GUAREMA	RESIDENCIAL GUAREMA	1	1	0	100.0	1	RESIDENCIAL GUAREMA (1)
74573426	BLOQUEADO	RESIDENCIA GUAREMA	RESIDENCIA GUAREMA	2	1	1	50.0	2	RESIDENCIA GUAREMA (1) | RESIDENCIAL GUAREMA (1)
74575390	SEGURO	GENTIL MEIRELES	SETOR GENTIL MEIRELES	1	1	0	100.0	1	SETOR GENTIL MEIRELES (1)
74580000	SEGURO	PERIM	SETOR PERIM	1	1	0	100.0	1	SETOR PERIM (1)
74580080	SEGURO	VILA CRISTINA	VILA CRISTINA	1	1	0	100.0	1	VILA CRISTINA (1)
74580150	SEGURO	PERIM	SETOR PERIM	3	3	0	100.0	1	SETOR PERIM (3)
74580190	SEGURO	PERIM	SETOR PERIM	7	7	0	100.0	1	SETOR PERIM (7)
74580200	SEGURO	PERIM	Setor Perim	1	1	0	100.0	1	Setor Perim (1)
74580230	SEGURO	PERIM	SETOR PERIM	3	2	1	100.0	1	SETOR PERIM (2) | Setor Perim (1)
74580260	SEGURO	PERIM	SETOR PERIM	2	2	0	100.0	1	SETOR PERIM (2)
74580270	BLOQUEADO	PERIM	SETOR PERIM	4	3	1	75.0	2	SETOR PERIM (3) | SETOR PROGRESSO (1)
74580280	SEGURO	PERIM	SETOR PERIM	2	1	1	100.0	1	SETOR PERIM (1) | Setor Perim (1)
74580290	SEGURO	PERIM	SETOR PERIM	3	3	0	100.0	1	SETOR PERIM (3)
74580300	SEGURO	PERIM	SETOR PERIM	2	1	1	100.0	1	SETOR PERIM (1) | Setor Perim (1)
74580330	SEGURO	PERIM	SETOR PERIM	2	2	0	100.0	1	SETOR PERIM (2)
74580340	SEGURO	PERIM	SETOR PERIM	5	5	0	100.0	1	SETOR PERIM (5)
74580350	SEGURO	PERIM	SETOR PERIM	9	7	2	100.0	1	SETOR PERIM (7) | Setor Perim (2)
74580360	SEGURO	PERIM	SETOR PERIM	6	4	2	100.0	1	SETOR PERIM (4) | PERIM (1) | Setor Perim (1)
74580370	SEGURO	PERIM	SETOR PERIM	6	4	2	100.0	1	SETOR PERIM (4) | Setor Perim (2)
74580380	SEGURO	PERIM	SETOR PERIM	3	2	1	100.0	1	SETOR PERIM (2) | PERIM (1)
74580390	SEGURO	PERIM	SETOR PERIM	6	6	0	100.0	1	SETOR PERIM (6)
74580400	SEGURO	PERIM	SETOR PERIM	3	2	1	100.0	1	SETOR PERIM (2) | Setor Perim (1)
74580440	SEGURO	VILA CLEMENTE	VILA CLEMENTE	1	1	0	100.0	1	VILA CLEMENTE (1)
74580445	SEGURO	VILA SAO JOSE	VILA SÃO JOSE	1	1	0	100.0	1	VILA SÃO JOSE (1)
74580455	SEGURO	VILA CLEMENTE	VILA CLEMENTE	2	2	0	100.0	1	VILA CLEMENTE (2)
74580460	SEGURO	VILA CLEMENTE	VILA CLEMENTE	1	1	0	100.0	1	VILA CLEMENTE (1)
74580490	SEGURO	VILA CLEMENTE	VILA CLEMENTE	3	3	0	100.0	1	VILA CLEMENTE (3)
74580500	SEGURO	PROGRESSO	Setor Progresso	3	2	1	100.0	1	Setor Progresso (2) | SETOR PROGRESSO (1)
74580505	SEGURO	VILA CLEMENTE	VILA CLEMENTE	1	1	0	100.0	1	VILA CLEMENTE (1)
74580510	SEGURO	PROGRESSO	SETOR PROGRESSO	3	2	1	100.0	1	SETOR PROGRESSO (2) | Setor Progresso (1)
74580520	SEGURO	PROGRESSO	SETOR PROGRESSO	4	3	1	100.0	1	SETOR PROGRESSO (3) | Setor Progresso (1)
74580530	SEGURO	PROGRESSO	SETOR PROGRESSO	1	1	0	100.0	1	SETOR PROGRESSO (1)
74580535	SEGURO	PROGRESSO	SETOR PROGRESSO	5	4	1	100.0	1	SETOR PROGRESSO (4) | Setor Progresso (1)
74580540	SEGURO	PROGRESSO	SETOR PROGRESSO	4	4	0	100.0	1	SETOR PROGRESSO (4)
