CEP	CLIENTES	CATEGORIA	BAIRRO_CANDIDATO	PERCENTUAL	QTD_FAMILIAS	SIMILARIDADE	FAMILIAS	ORIGINAIS
74480540	6	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM CURITIBA IV	83.3	2	0.909	JARDIM CURITIBA IV (5) | JARDIM CURITIBA (1)	JARDIM CURITIBA IV (5) | JARDIM CURITIBA (1)
74480550	6	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM CURITIBA IV	66.7	2	0.909	JARDIM CURITIBA IV (4) | JARDIM CURITIBA (2)	JARDIM CURITIBA IV (4) | JARDIM CURITIBA (2)
74480560	14	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM CURITIBA IV	64.3	2	0.909	JARDIM CURITIBA IV (9) | JARDIM CURITIBA (5)	JARDIM CURITIBA IV (9) | JARDIM CURITIBA (5)
74480570	10	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM CURITIBA IV	80.0	2	0.909	JARDIM CURITIBA IV (8) | JARDIM CURITIBA (2)	JARDIM CURITIBA IV (8) | Jardim Curitiba (2)
74480590	6	05_BAIRROS_DIFERENTES_REVISAR	JARDIM CURITIBA IV	66.7	3	0.205	JARDIM CURITIBA IV (4) | RESIDENCIAL FORTALEZA (1) | JARDIM CURITIBA (1)	JARDIM CURITIBA IV (4) | RESIDENCIAL FORTALEZA (1) | Jardim Curitiba (1)
74480600	2	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM CURITIBA IV	50.0	2	0.909	JARDIM CURITIBA IV (1) | JARDIM CURITIBA (1)	JARDIM CURITIBA IV (1) | JARDIM CURITIBA (1)
74480610	5	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM CURITIBA	40.0	3	0.909	JARDIM CURITIBA (2) | JARDIM CURITIBA IV (2) | PARQUE TREMENDAO (1)	JARDIM CURITIBA (2) | JARDIM CURITIBA IV (2) | PARQUE TREMENDÃO (1)
74480620	8	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM CURITIBA IV	75.0	2	0.909	JARDIM CURITIBA IV (6) | JARDIM CURITIBA (2)	JARDIM CURITIBA IV (5) | JARDIM CURITIBA (2) | JARDIM CURITIBA 4 (1)
74480640	5	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM CURITIBA IV	60.0	2	0.909	JARDIM CURITIBA IV (3) | JARDIM CURITIBA (2)	JARDIM CURITIBA IV (3) | JARDIM CURITIBA (2)
74480650	30	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM CURITIBA IV	63.3	5	0.909	JARDIM CURITIBA IV (19) | JARDIM CURITIBA (8) | JARDIM LIBERDADE (1) | VILA MUTIRAO (1) | SAO CARLOS (1)	JARDIM CURITIBA IV (19) | JARDIM CURITIBA (8) | JARDIM LIBERDADE (1) | VILA MUTIRÃO (1) | SÃO CARLOS (1)
74480660	11	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM CURITIBA IV	72.7	2	0.909	JARDIM CURITIBA IV (8) | JARDIM CURITIBA (3)	JARDIM CURITIBA IV (6) | JARDIM CURITIBA (3) | CURITIBA IV (1) | Jardim Curitiba 4 (1)
74480710	2	05_BAIRROS_DIFERENTES_REVISAR	MANSOES PARAISO	50.0	2	0.200	MANSOES PARAISO (1) | JARDIM CURITIBA (1)	MANSOES PARAISO (1) | Jardim Curitiba (1)
74480720	2	05_BAIRROS_DIFERENTES_REVISAR	MANSOES PARAISO	50.0	2	0.242	MANSOES PARAISO (1) | JARDIM CURITIBA II (1)	MANSÕES PARAÍSO (1) | JARDIM CURITIBA II (1)
74480800	11	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM CURITIBA IV	45.5	6	0.909	JARDIM CURITIBA IV (5) | JARDIM CURITIBA (2) | JARDIM CURITIBA 3 (1) | VILA MUTIRAO (1) | JARDIM CURITIBA 2 (1) | JARDIM CURITIBA II (1)	JARDIM CURITIBA IV (4) | JARDIM CURITIBA (2) | Jardim Curitiba 3 (1) | Jardim Curitiba 4 (1) | VILA MUTIRÃO (1) | Jardim Curitiba 2 (1) | JARDIM CURITIBA II (1)
74481030	2	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM CURITIBA IV	50.0	2	0.914	JARDIM CURITIBA IV (1) | JARDIM CURITIBA 2 (1)	JARDIM CURITIBA IV (1) | JARDIM CURITIBA 2 (1)
74481220	2	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM CURITIBA	50.0	2	0.938	JARDIM CURITIBA (1) | JARDIM CURITIBA 2 (1)	JARDIM CURITIBA (1) | JARDIM CURITIBA 2 (1)
74481580	4	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM CURITIBA	75.0	2	0.938	JARDIM CURITIBA (3) | JARDIM CURITIBA 2 (1)	Jardim Curitiba (3) | Jardim Curitiba 2 (1)
74481615	5	05_PRINCIPAL_FORTE_REVISAR	RESIDENCIAL GREEN PARK	80.0	2	0.118	RESIDENCIAL GREEN PARK (4) | VILA MUTIRAO (1)	RESIDENCIAL GREEN PARK (4) | VILA MUTIRAO (1)
74481620	7	05_BAIRROS_DIFERENTES_REVISAR	RESIDENCIAL GREEN PARK	71.4	3	0.118	RESIDENCIAL GREEN PARK (5) | VILA MUTIRAO (1) | GREEN PARK (1)	RESIDENCIAL GREEN PARK (5) | VILA MUTIRÃO (1) | GREEN PARK (1)
74481640	12	05_BAIRROS_DIFERENTES_REVISAR	RESIDENCIAL GREEN PARK	83.3	3	0.118	RESIDENCIAL GREEN PARK (10) | VILA MUTIRAO (1) | RES GREEN PARK (1)	RESIDENCIAL GREEN PARK (10) | VILA MUTIRÃO (1) | RES. GREEN PARK (1)
74481700	32	05_BAIRROS_DIFERENTES_REVISAR	MANSOES PARAISO	62.5	2	0.714	MANSOES PARAISO (20) | RESIDENCIAL MANSOES PARAISO (12)	MANSÕES PARAÍSO (20) | Residencial Mansões Paraíso (12)
74481705	48	05_BAIRROS_DIFERENTES_REVISAR	MANSOES PARAISO	70.8	3	0.714	MANSOES PARAISO (34) | RESIDENCIAL MANSOES PARAISO (13) | MANCOES PARAISO (1)	MANSÕES PARAÍSO (34) | Residencial Mansões Paraíso (13) | MANÇOES PARAÍSO (1)
74481710	45	05_BAIRROS_DIFERENTES_REVISAR	MANSOES PARAISO	62.2	2	0.714	MANSOES PARAISO (28) | RESIDENCIAL MANSOES PARAISO (17)	MANSÕES PARAÍSO (28) | RESIDENCIAL MANSÕES PARAÍSO (17)
74481715	50	05_BAIRROS_DIFERENTES_REVISAR	MANSOES PARAISO	54.0	4	0.714	MANSOES PARAISO (27) | RESIDENCIAL MANSOES PARAISO (21) | RESIDENCIAL MANSOES DO PARAISO (1) | JARDIM CURITIBA IV (1)	MANSÕES PARAÍSO (27) | RESIDENCIAL MANSÕES PARAISO (21) | RESIDENCIAL MANSÕES DO PARAISO (1) | JARDIM CURITIBA IV (1)
74481720	13	05_BAIRROS_DIFERENTES_REVISAR	MANSOES PARAISO	61.5	3	0.714	MANSOES PARAISO (8) | RESIDENCIAL MANSOES PARAISO (3) | NOVO PLANALTO (2)	MANSÕES PARAÍSO (8) | Residencial Mansões Paraíso (3) | SETOR NOVO PLANALTO (1) | NOVO PLANALTO (1)
74481725	13	05_BAIRROS_DIFERENTES_REVISAR	MANSOES PARAISO	61.5	2	0.714	MANSOES PARAISO (8) | RESIDENCIAL MANSOES PARAISO (5)	MANSÕES PARAISO (8) | RESIDENCIAL MANSÕES PARAÍSO (5)
74481730	14	05_BAIRROS_DIFERENTES_REVISAR	MANSOES PARAISO	71.4	2	0.714	MANSOES PARAISO (10) | RESIDENCIAL MANSOES PARAISO (4)	MANSÕES PARAISO (10) | RESIDENCIAL MANSÕES PARAÍSO (4)
74481755	4	05_BAIRROS_DIFERENTES_REVISAR	MANSOES PARAISO	75.0	2	0.714	MANSOES PARAISO (3) | RESIDENCIAL MANSOES PARAISO (1)	MANSÕES PARAISO (3) | RESIDENCIAL MANSÕES PARAÍSO (1)
74483030	4	04_NOME_PARECIDO_REVISAR	PARQUE INDUSTRIAL JOAO BRAZ	75.0	2	0.730	PARQUE INDUSTRIAL JOAO BRAZ (3) | PARQUE INDUSTRIAL JOAO BRAZ QD 70 LT 12 CASA 01 (1)	PARQUE INDUSTRIAL JOÃO BRAZ (3) | PARQUE INDUSTRIAL JOAO BRAZ QD 70 LT 12 CASA 01 (1)
74484080	9	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	SOLANGE PARK I	88.9	2	0.929	SOLANGE PARK I (8) | SOLANGE PARK 3 (1)	SOLANGE PARK I (8) | SOLANGE PARK 3 (1)
74484140	3	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	SOLANGE PARK I	66.7	2	0.929	SOLANGE PARK I (2) | SOLANGE PARK 1 (1)	SOLANGE PARK I (2) | SOLANGE PARK 1 (1)
74484150	4	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	SOLANGE PARK I	75.0	2	0.929	SOLANGE PARK I (3) | SOLANGE PARK 1 (1)	SOLANGE PARK I (3) | SOLANGE PARK 1 (1)
74484160	4	05_BAIRROS_DIFERENTES_REVISAR	SOLANGE PARK I	75.0	2	0.500	SOLANGE PARK I (3) | GREEN PARK (1)	SOLANGE PARK I (3) | GREEN PARK (1)
74484304	6	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	SOLANGE PARK II	83.3	2	0.966	SOLANGE PARK II (5) | SOLANGE PARK I (1)	SOLANGE PARK II (5) | SOLANGE PARK I (1)
74484360	3	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	SOLANGE PARK III	66.7	2	0.933	SOLANGE PARK III (2) | SOLANGE PARK I (1)	SOLANGE PARK III (2) | SOLANGE PARK I (1)
74484400	6	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	RESIDENCIAL GOIANIA VIVA	66.7	2	0.958	RESIDENCIAL GOIANIA VIVA (4) | RESIDENCIAL GOI NIA VIVA (2)	RESIDENCIAL GOIÂNIA VIVA (4) | RESIDENCIAL GOI NIA VIVA (2)
74484409	6	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	RESIDENCIAL GOIANIA VIVA	50.0	3	0.958	RESIDENCIAL GOIANIA VIVA (3) | RESIDENCIAL GOI NIA VIVA (2) | RESIDENCIAL GOANIA VIVA (1)	RESIDENCIAL GOIANIA VIVA (3) | RESIDENCIAL GOI NIA VIVA (2) | RESIDENCIAL GOÂNIA VIVA (1)
74484410	14	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	RESIDENCIAL GOI NIA VIVA	57.1	2	0.958	RESIDENCIAL GOI NIA VIVA (8) | RESIDENCIAL GOIANIA VIVA (6)	RESIDENCIAL GOI NIA VIVA (8) | RESIDENCIAL GOIÂNIA VIVA (6)
74484413	4	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	RESIDENCIAL GOIANIA VIVA	50.0	3	0.958	RESIDENCIAL GOIANIA VIVA (2) | RESIDENCIAL GOIANIA VIAV (1) | RESIDENCIAL GOI NIA VIVA (1)	RESIDENCIAL GOIÂNIA VIVA (2) | RESIDÊNCIAL GOIÂNIA VIAV (1) | RESIDENCIAL GOI NIA VIVA (1)
74484414	13	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	RESIDENCIAL GOI NIA VIVA	53.8	3	0.958	RESIDENCIAL GOI NIA VIVA (7) | RESIDENCIAL GOIANIA VIVA (5) | RESIDENCIAL GOINIA VIVA (1)	RESIDENCIAL GOI NIA VIVA (7) | RESIDENCIAL GOIÂNIA VIVA (5) | RESIDENCIAL GOINIA VIVA (1)
74484415	4	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	RESIDENCIAL GOI NIA VIVA	75.0	2	0.958	RESIDENCIAL GOI NIA VIVA (3) | RESIDENCIAL GOIANIA VIVA (1)	RESIDENCIAL GOI NIA VIVA (3) | RESIDENCIAL GOIÂNIA VIVA (1)
74484416	4	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	RESIDENCIAL GOIANIA VIVA	50.0	2	0.958	RESIDENCIAL GOIANIA VIVA (2) | RESIDENCIAL GOI NIA VIVA (2)	RESIDENCIAL GOIÂNIA VIVA (2) | RESIDENCIAL GOI NIA VIVA (2)
74484418	9	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	RESIDENCIAL GOIANIA VIVA	66.7	2	0.958	RESIDENCIAL GOIANIA VIVA (6) | RESIDENCIAL GOI NIA VIVA (3)	RESIDENCIAL GOIANIA VIVA (6) | RESIDENCIAL GOI NIA VIVA (3)
74484420	4	05_BAIRROS_DIFERENTES_REVISAR	RESIDENCIAL GOIANIA VIVA	75.0	2	0.667	RESIDENCIAL GOIANIA VIVA (3) | GOIANIA VIVA (1)	RESIDENCIAL GOIÂNIA VIVA (3) | GOIANIA VIVA (1)
74484422	5	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	RESIDENCIAL GOI NIA VIVA	60.0	2	0.958	RESIDENCIAL GOI NIA VIVA (3) | RESIDENCIAL GOIANIA VIVA (2)	RESIDENCIAL GOI NIA VIVA (3) | RESIDENCIAL GOIANIA VIVA (2)
74484423	8	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	RESIDENCIAL GOIANIA VIVA	62.5	2	0.958	RESIDENCIAL GOIANIA VIVA (5) | RESIDENCIAL GOI NIA VIVA (3)	RESIDENCIAL GOIÂNIA VIVA (5) | RESIDENCIAL GOI NIA VIVA (3)
74484427	9	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	RESIDENCIAL GOIANIA VIVA	55.6	3	0.958	RESIDENCIAL GOIANIA VIVA (5) | RESIDENCIAL GOI NIA VIVA (3) | RESIDENCIAL GOINIA VIVA (1)	RESIDENCIAL GOIÂNIA VIVA (5) | RESIDENCIAL GOI NIA VIVA (3) | RESIDENCIAL GOINIA VIVA (1)
74484431	9	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	RESIDENCIAL GOI NIA VIVA	66.7	2	0.958	RESIDENCIAL GOI NIA VIVA (6) | RESIDENCIAL GOIANIA VIVA (3)	RESIDENCIAL GOI NIA VIVA (6) | RESIDENCIAL GOIÂNIA VIVA (3)
74484432	5	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	RESIDENCIAL GOI NIA VIVA	60.0	2	0.958	RESIDENCIAL GOI NIA VIVA (3) | RESIDENCIAL GOIANIA VIVA (2)	RESIDENCIAL GOI NIA VIVA (3) | RESIDENCIAL GOIÂNIA VIVA (2)
74484433	6	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	RESIDENCIAL GOI NIA VIVA	83.3	2	0.958	RESIDENCIAL GOI NIA VIVA (5) | RESIDENCIAL GOIANIA VIVA (1)	RESIDENCIAL GOI NIA VIVA (5) | RESIDENCIAL GOIÂNIA VIVA (1)
74484435	2	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	RESIDENCIAL GOIANIA VIVA	50.0	2	0.958	RESIDENCIAL GOIANIA VIVA (1) | RESIDENCIAL GOI NIA VIVA (1)	RESIDENCIAL GOIÂNIA VIVA (1) | RESIDENCIAL GOI NIA VIVA (1)
74484444	8	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	RESIDENCIAL GOIANIA VIVA	50.0	3	0.958	RESIDENCIAL GOIANIA VIVA (4) | RESIDENCIAL GOI NIA VIVA (3) | RESIDENCIAL GOINIA VIVA (1)	RESIDENCIAL GOIÂNIA VIVA (4) | RESIDENCIAL GOI NIA VIVA (3) | RESIDENCIAL GOINIA VIVA (1)
74485260	3	05_BAIRROS_DIFERENTES_REVISAR	GOIA	66.7	2	0.333	GOIA (2) | TROPICAL VERDE (1)	GOIÁ (2) | TROPICAL VERDE (1)
74485365	3	05_BAIRROS_DIFERENTES_REVISAR	GOIA	66.7	2	0.222	GOIA (2) | JARDIM MIRABEL (1)	JARDIM MIRABEL (1) | GOIÁ (1) | BAIRRO GOIÁ (1)
74485370	6	05_BAIRROS_DIFERENTES_REVISAR	GOIA	66.7	2	0.222	GOIA (4) | JARDIM MIRABEL (2)	JARDIM MIRABEL (2) | GOIÁ (2) | BAIRRO GOIÁ (2)
74486310	4	05_BAIRROS_DIFERENTES_REVISAR	SOLANGE PARQUE COMPLEMENTO	75.0	2	0.700	SOLANGE PARQUE COMPLEMENTO (3) | SOLANGE PARQUE (1)	SOLANGE PARQUE COMPLEMENTO (3) | SOLANGE PARQUE (1)
74487005	3	05_BAIRROS_DIFERENTES_REVISAR	RESIDENCIAL SAO MARCOS	66.7	2	0.214	RESIDENCIAL SAO MARCOS (2) | MARABA (1)	RESIDENCIAL SÃO MARCOS (2) | SETOR MARABÁ (1)
74487150	5	05_PRINCIPAL_FORTE_REVISAR	RESIDENCIAL SAO MARCOS	80.0	2	0.214	RESIDENCIAL SAO MARCOS (4) | MARABA (1)	RESIDENCIAL SÃO MARCOS (4) | SETOR MARABÁ (1)
74491130	5	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	RESIDENCIAL ANA MORAES	80.0	2	0.955	RESIDENCIAL ANA MORAES (4) | RESIDENCIAL ANA MORAIS (1)	RESIDENCIAL ANA MORAES (4) | RESIDENCIAL ANA MORAIS (1)
74491469	2	05_BAIRROS_DIFERENTES_REVISAR	RESIDENCIAL MUNDO NOVO 3	50.0	2	0.439	RESIDENCIAL MUNDO NOVO 3 (1) | JARDIM NOVO MUNDO (1)	RESIDENCIAL MUNDO NOVO 3 (1) | JARDIM NOVO MUNDO (1)
74492030	3	04_NOME_PARECIDO_REVISAR	RESIDENCIAL SERRA AZUL ETAPA I	66.7	2	0.846	RESIDENCIAL SERRA AZUL ETAPA I (2) | RESIDENCIAL SERRA AZUL (1)	RESIDENCIAL SERRA AZUL ETAPA I (2) | RESIDENCIAL SERRA AZUL (1)
74492706	2	05_BAIRROS_DIFERENTES_REVISAR	JARDIM MIRABEL	50.0	2	0.238	JARDIM MIRABEL (1) | FAZENDA SANTA RITA QUADRA 01 (1)	JARDIM MIRABEL (1) | FAZENDA SANTA RITA QUADRA 01 (1)
74493060	4	05_BAIRROS_DIFERENTES_REVISAR	CONJUNTO VERA CRUZ	75.0	2	0.194	CONJUNTO VERA CRUZ (3) | MONTE PASCOAL (1)	CONJUNTO VERA CRUZ (3) | MONTE PASCOAL (1)
74493750	2	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	CONJUNTO VERA CRUZ	50.0	2	0.947	CONJUNTO VERA CRUZ (1) | CONJUNTO VERA CRUZ 2 (1)	CONJUNTO VERA CRUZ (1) | CONJUNTO VERA CRUZ 2 (1)
74495290	2	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	CONJUNTO VERA CRUZ	50.0	2	0.947	CONJUNTO VERA CRUZ (1) | CONJUNTO VERA CRUZ 2 (1)	CONJUNTO VERA CRUZ (1) | CONJUNTO VERA CRUZ 2 (1)
74495440	2	04_NOME_PARECIDO_REVISAR	CONJUNTO VERA CRUZ II 7 ETAPA	50.0	2	0.766	CONJUNTO VERA CRUZ II 7 ETAPA (1) | CONJUNTO VERA CRUZ (1)	CONJUNTO VERA CRUZ II 7ª ETAPA (1) | CONJUNTO VERA CRUZ (1)
74495600	2	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	CONJUNTO VERA CRUZ	50.0	2	0.923	CONJUNTO VERA CRUZ (1) | CONJUNTO VERA CRUZ II (1)	CONJUNTO VERA CRUZ (1) | CONJUNTO VERA CRUZ II (1)
74555556	5	05_BAIRROS_DIFERENTES_REVISAR	ALBINO BOAVENTURA	60.0	3	0.630	ALBINO BOAVENTURA (3) | RESIDENCIAL SENADOR ALBINO BOAVENTURA (1) | RESIDENCIAL ALBINO BOAVENTURA (1)	ALBINO BOAVENTURA (3) | Residencial Senador Albino Boaventura (1) | RESIDENCIAL ALBINO BOAVENTURA (1)
74555557	13	05_BAIRROS_DIFERENTES_REVISAR	ALBINO BOAVENTURA	69.2	3	0.630	ALBINO BOAVENTURA (9) | RESIDENCIAL SENADOR ALBINO BOAVENTURA (3) | ALBINO BOA VENTURA (1)	ALBINO BOAVENTURA (9) | RESIDENCIAL SENADOR ALBINO BOAVENTURA (3) | ALBINO BOA VENTURA (1)
74555558	21	05_BAIRROS_DIFERENTES_REVISAR	ALBINO BOAVENTURA	52.4	3	0.630	ALBINO BOAVENTURA (11) | RESIDENCIAL SENADOR ALBINO BOAVENTURA (8) | RESIDENCIAL ALBINO BOAVENTURA (2)	ALBINO BOAVENTURA (11) | RESIDENCIAL SENADOR ALBINO BOAVENTURA (8) | RESIDENCIAL ALBINO BOAVENTURA (2)
74555559	11	05_BAIRROS_DIFERENTES_REVISAR	RESIDENCIAL SENADOR ALBINO BOAVENTURA	45.5	3	0.630	RESIDENCIAL SENADOR ALBINO BOAVENTURA (5) | ALBINO BOAVENTURA (5) | RESIDENCIAL ALBINO BOAVENTURA (1)	RESIDENCIAL SENADOR ALBINO BOAVENTURA (5) | ALBINO BOAVENTURA (5) | RESIDENCIAL ALBINO BOAVENTURA (1)
74555561	2	05_BAIRROS_DIFERENTES_REVISAR	ALBINO BOAVENTURA	50.0	2	0.261	ALBINO BOAVENTURA (1) | MARABA (1)	ALBINO BOAVENTURA (1) | SETOR MARABÁ (1)
74573370	4	05_BAIRROS_DIFERENTES_REVISAR	SEVENE	75.0	2	0.250	SEVENE (3) | RESIDENCIAL HUGO DE MORAES (1)	SETOR SEVENE (3) | RESIDENCIAL HUGO DE MORAES (1)
74573387	3	05_BAIRROS_DIFERENTES_REVISAR	RESIDENCIAL HUGO DE MORAES	66.7	2	0.650	RESIDENCIAL HUGO DE MORAES (2) | HUGO DE MORAIS (1)	RESIDENCIAL HUGO DE MORAES (2) | HUGO DE MORAIS (1)
74573388	3	05_BAIRROS_DIFERENTES_REVISAR	RESIDENCIAL HUGO DE MORAES	66.7	2	0.595	RESIDENCIAL HUGO DE MORAES (2) | HUGO MORAES (1)	RESIDENCIAL HUGO DE MORAES (2) | HUGO MORAES (1)
74573391	3	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	RESIDENCIAL HUGO DE MORAES	66.7	2	0.962	RESIDENCIAL HUGO DE MORAES (2) | RESIDENCIAL HUGO DE MORAIS (1)	RESIDENCIAL HUGO DE MORAES (2) | RESIDENCIAL HUGO DE MORAIS (1)
74573393	3	05_BAIRROS_DIFERENTES_REVISAR	RESIDENCIAL HUGO DE MORAES	66.7	2	0.595	RESIDENCIAL HUGO DE MORAES (2) | HUGO MORAES (1)	RESIDENCIAL HUGO DE MORAES (2) | HUGO MORAES (1)
74573426	2	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	RESIDENCIA GUAREMA	50.0	2	0.973	RESIDENCIA GUAREMA (1) | RESIDENCIAL GUAREMA (1)	RESIDENCIA GUAREMA (1) | RESIDENCIAL GUAREMA (1)
74580270	4	05_BAIRROS_DIFERENTES_REVISAR	PERIM	75.0	2	0.286	PERIM (3) | PROGRESSO (1)	SETOR PERIM (3) | SETOR PROGRESSO (1)
74580860	5	05_BAIRROS_DIFERENTES_REVISAR	PERIM	60.0	2	0.455	PERIM (3) | PERIM CONTINUACAO (2)	SETOR PERIM (3) | SETOR PERIM CONTINUAÇÃO (2)
74583055	3	05_BAIRROS_DIFERENTES_REVISAR	VILA MARIA DILCE	66.7	2	0.552	VILA MARIA DILCE (2) | VILA CRISTINA (1)	VILA MARIA DILCE (2) | VILA CRISTINA (1)
74583070	3	05_BAIRROS_DIFERENTES_REVISAR	VILA CRISTINA	33.3	3	0.250	VILA CRISTINA (1) | MARIA DILCE (1) | VILA MARIA DILCE (1)	VILA CRISTINA (1) | MARIA DILCE (1) | Vila Maria Dilce (1)
74583100	17	04_NOME_PARECIDO_REVISAR	VILA MARIA DILCE	94.1	2	0.815	VILA MARIA DILCE (16) | MARIA DILCE (1)	VILA MARIA DILCE (16) | MARIA DILCE (1)
74583290	3	05_BAIRROS_DIFERENTES_REVISAR	MARABA	66.7	2	0.143	MARABA (2) | NOROESTE (1)	SETOR MARABÁ (2) | SETOR NOROESTE (1)
74583715	11	05_BAIRROS_DIFERENTES_REVISAR	JARDIM GRAMADO	81.8	3	0.267	JARDIM GRAMADO (9) | VILA MARIA DILCE (1) | VILA CRISTINA (1)	JARDIM GRAMADO (9) | VILA MARIA DILCE (1) | VILA CRISTINA (1)
74584060	3	05_BAIRROS_DIFERENTES_REVISAR	VILA CRISTINA	66.7	2	0.250	VILA CRISTINA (2) | MARIA DILCE (1)	VILA CRISTINA (2) | MARIA DILCE (1)
74584120	6	05_PRINCIPAL_FORTE_REVISAR	VILA CRISTINA	83.3	2	0.552	VILA CRISTINA (5) | VILA MARIA DILCE (1)	VILA CRISTINA (5) | VILA MARIA DILCE (1)
74584230	6	05_BAIRROS_DIFERENTES_REVISAR	VILA CRISTINA	66.7	2	0.684	VILA CRISTINA (4) | VILA CRISTINA CONTINUACAO (2)	VILA CRISTINA (4) | Vila Cristina Continuação (2)
74705240	7	04_NOME_PARECIDO_REVISAR	JARDIM NOVO MUNDO	85.7	2	0.867	JARDIM NOVO MUNDO (6) | JD NOVO MUNDO (1)	JARDIM NOVO MUNDO (6) | JD. NOVO MUNDO (1)
74710110	9	05_PRINCIPAL_FORTE_REVISAR	JARDIM NOVO MUNDO	88.9	2	0.562	JARDIM NOVO MUNDO (8) | JARDIM EMANUELE (1)	JARDIM NOVO MUNDO (8) | JARDIM EMANUELE (1)
74710160	4	05_BAIRROS_DIFERENTES_REVISAR	JARDIM NOVO MUNDO	75.0	2	0.303	JARDIM NOVO MUNDO (3) | VILA MARIA LUIZA (1)	JARDIM NOVO MUNDO (3) | VILA MARIA LUIZA (1)
74710260	115	06_CEP_AMBIGUO	JARDIM NOVO MUNDO	96.5	5	0.562	JARDIM NOVO MUNDO (111) | JARDIM EMANUELI (1) | JD EMANUELLE NOVO MUNDO (1) | JARDIM NOVO MUNDO 3 (1) | RESID EMANUELLI JARDIM NOVO MUNDO (1)	JARDIM NOVO MUNDO (111) | JARDIM EMANUELI (1) | JD. EMANUELLE / NOVO MUNDO (1) | JARDIM NOVO MUNDO 3 (1) | RESID. EMANUELLI / JARDIM NOVO MUNDO (1)
74711020	3	05_BAIRROS_DIFERENTES_REVISAR	VILA BANDEIRANTE	66.7	2	0.242	VILA BANDEIRANTE (2) | JARDIM NOVO MUNDO (1)	VILA BANDEIRANTE (2) | JARDIM NOVO MUNDO (1)
74713440	7	05_PRINCIPAL_FORTE_REVISAR	JARDIM NOVO MUNDO	85.7	2	0.409	JARDIM NOVO MUNDO (6) | RESIDENCIAL JARDIM EMANUELE (1)	JARDIM NOVO MUNDO (6) | RESIDENCIAL JARDIM EMANUELE (1)
74720200	5	04_NOME_PARECIDO_REVISAR	VILA MARIA LUIZA	80.0	2	0.815	VILA MARIA LUIZA (4) | MARIA LUIZA (1)	VILA MARIA LUIZA (4) | MARIA LUIZA (1)
74723100	2	05_BAIRROS_DIFERENTES_REVISAR	JARDIM BRASIL	50.0	2	0.417	JARDIM BRASIL (1) | AGUA BRANCA (1)	JARDIM BRASIL (1) | ÁGUA BRANCA (1)
74730140	2	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	CONJUNTO RIVIERA	50.0	2	0.970	CONJUNTO RIVIERA (1) | CONJUNTO RIVIEIRA (1)	CONJUNTO RIVIERA (1) | CONJUNTO RIVIEIRA (1)
74740180	2	04_NOME_PARECIDO_REVISAR	CONJUNTO RESIDENCIAL ARUANA I	50.0	2	0.739	CONJUNTO RESIDENCIAL ARUANA I (1) | CONJUNTO ARUANA I (1)	CONJUNTO RESIDENCIAL ARUANÃ I (1) | CONJUNTO ARUANA I (1)
