CEP	BAIRRO_PADRAO_CANDIDATO	CLIENTES	VARIACOES
74486215	GOIA 2 COMPLMENTO	1	GOIÁ 2 COMPLMENTO (1)
74487000	RESIDENCIAL SAO MARCOS	1	RESIDENCIAL SÃO MARCOS (1)
74487010	RESIDENCIAL SAO MARCOS	2	RESIDENCIAL SÃO MARCOS (2)
74487060	RESIDENCIAL SAO MARCOS	1	RESIDENCIAL SÃO MARCOS (1)
74487065	RESIDENCIAL SAO MARCOS	1	RESIDENCIAL SÃO MARCOS (1)
74487095	RESIDENCIAL SAO MARCOS	1	RESIDENCIAL SÃO MARCOS (1)
74487115	RESIDENCIAL SAO MARCOS	3	RESIDENCIAL SÃO MARCOS (3)
74487120	RESIDENCIAL SAO MARCOS	2	Residencial São Marcos (2)
74487130	RESIDENCIAL SAO MARCOS	1	RESIDENCIAL SAO MARCOS (1)
74487160	RESIDENCIA SAO MARCOS	1	RESIDENCIA SÃO MARCOS (1)
74487720	JARDIM CURITIBA 1	1	Jardim Curitiba 1 (1)
74490110	JARDIM LIBERDADE	1	JARDIM LIBERDADE (1)
74490215	PARQUE ELDORADO OESTE	1	PARQUE ELDORADO OESTE (1)
74490233	CONJUNTO VERA CRUZ	1	CONJUNTO VERA CRUZ (1)
74490237	PARQUE ELDORADO OESTE	1	PARQUE ELDORADO OESTE (1)
74490239	PARQUE ELDORADO OESTE	1	PARQUE ELDORADO OESTE (1)
74490271	PARQUE ELDORADO OESTE	1	PARQUE ELDORADO OESTE (1)
74490281	PARQUE ELDORADO OESTE	1	PARQUE ELDORADO OESTE (1)
74490283	PARQUE ELDORADO OESTE	1	PARQUE ELDORADO OESTE (1)
74490285	RESIDENCIAL ANA MORAES	1	RESIDENCIAL ANA MORAES (1)
74490287	PARQUE ELDORADO OESTE	1	PARQUE ELDORADO OESTE (1)
74490297	PARQUE ELDORADO OESTE	2	PARQUE ELDORADO OESTE (2)
74490450	JARDIM CURITIBA IV	1	JARDIM CURITIBA IV (1)
74490855	RES BERTIN BELCHIOR	1	RES BERTIN BELCHIOR (1)
74491115	RESIDENCIAL ANA MORAES	1	RESIDENCIAL ANA MORAES (1)
74491135	RESIDENCIAL ANA MORAES	1	RESIDENCIAL ANA MORAES (1)
74491735	MANSOES PARAISO	1	MANSÕES PARAISO (1)
74491792	RESIDENCIAL MUNDO NOVO 2	1	RESIDENCIAL MUNDO NOVO 2 (1)
74492020	RESIDENCIAL SERRA AZUL ETAPA I	1	RESIDENCIAL SERRA AZUL ETAPA I (1)
74492025	RESIDENCIAL SERRA AZUL ETAPA 1	1	RESIDENCIAL SERRA AZUL ETAPA 1 (1)
74492035	RESIDENCIAL SERRA AZUL ETAPA I	1	RESIDENCIAL SERRA AZUL ETAPA I (1)
74492040	RESIDENCIAL SERRA AZUL ETAPA I	1	RESIDENCIAL SERRA AZUL ETAPA I (1)
74492055	RESIDENCIAL SERRA AZUL	1	RESIDENCIAL SERRA AZUL (1)
74492060	RESIDENCIAL SERRA AZUL I	1	RESIDENCIAL SERRA AZUL I (1)
74492070	RESIDENCIAL SERRA AZUL ETAPA I	1	RESIDENCIAL SERRA AZUL ETAPA I (1)
74492135	RESIDENCIAL PORTINARI	1	RESIDENCIAL PORTINARI (1)
74492140	RESIDENCIAL PORTINARI	2	RESIDENCIAL PORTINARI (2)
74492165	RESIDENCIAL PORTINARI	4	RESIDENCIAL PORTINARI (4)
74492185	RESIDENCIAL PORTINARI	2	RESIDENCIAL PORTINARI (2)
74492200	RESIDENCIAL PORTINARI	3	RESIDENCIAL PORTINARI (3)
74492205	RESIDENCIAL PORTINARI	3	RESIDENCIAL PORTINARI (3)
74492225	JARDIM IMPERIAL	1	JARDIM IMPERIAL (1)
74492230	JARDIM IMPERIAL	1	JARDIM IMPERIAL (1)
74492295	RESIDENCIAL SERRA AZUL II	1	RESIDENCIAL SERRA AZUL II (1)
74492338	RESIDENCIAL SAN MARINO	2	RESIDENCIAL SAN MARINO (2)
74492359	RESIDENCIAL SAN MARINO	1	RESIDENCIAL SAN MARINO (1)
74492405	RESIDENCIAL SANTA EFIGENIA	3	RESIDENCIAL SANTA EFIGÊNIA (3)
74492411	RESIDENCIAL SANTA EFIGENIA	1	RESIDENCIAL SANTA EFIGÊNIA (1)
74492413	RESIDENCIAL SANTA EFIGENIA	1	RESIDENCIAL SANTA EFIGÊNIA (1)
74492423	RESIDENCIAL SANTA EFIGENIA	3	RESIDENCIAL SANTA EFIGÊNIA (3)
74492451	RESIDENCIAL SANTA EFIGENIA	1	RESIDENCIAL SANTA EFIGÊNIA (1)
74493130	CONJUNTO VERA CRUZ	1	CONJUNTO VERA CRUZ (1)
74494001	JARDIM DAS HORTENCIAS	1	JD. DAS HORTÊNCIAS (1)
74494081	RESIDENCIAL PRIMAVERA	1	RESIDENCIAL PRIMAVERA (1)
74494085	RESIDENCIAL PRIMAVERA	2	RESIDENCIAL PRIMAVERA (2)
74494086	RESIDENCIAL PRIMAVERA	1	RESIDENCIAL PRIMAVERA (1)
74494087	RESIDENCIAL PRIMAVERA	2	RESIDENCIAL PRIMAVERA (2)
74494088	RESIDENCIAL PRIMAVERA	2	RESIDENCIAL PRIMAVERA (2)
74494090	RESIDENCIAL PRIMAVERA	2	RESIDENCIAL PRIMAVERA (2)
74494091	RESIDENCIAL PRIMAVERA	1	RESIDENCIAL PRIMAVERA (1)
74494400	RESIDENCIAL MONTE PASCOAL	3	RESIDENCIAL MONTE PASCOAL (3)
74494405	RESIDENCIAL MONTE PASCOAL	1	RESIDENCIAL MONTE PASCOAL (1)
74494500	RESIDENCIAL MONTE PASCOAL	1	RESIDENCIAL MONTE PASCOAL (1)
74494510	RESIDENCIAL MONTE PASCOAL	2	RESIDENCIAL MONTE PASCOAL (2)
74494545	RESIDENCIAL MONTE PASCOAL	1	Residencial Monte Pascoal (1)
74494560	RESIDENCIAL MONTE PASCOAL II	1	RESIDENCIAL MONTE PASCOAL II (1)
74494568	RESIDENCIAL MONTE PASCOAL II	1	RESIDENCIAL MONTE PASCOAL II (1)
74494574	RESIDENCIAL MONTE PASCOAL II	1	RESIDENCIAL MONTE PASCOAL II (1)
74494576	RESIDENCIAL MONTE PASCOAL II	1	RESIDENCIAL MONTE PASCOAL II (1)
74494582	RESIDENCIAL MONTE PASCOAL II	1	RESIDENCIAL MONTE PASCOAL II (1)
74494686	JARDIM SAO JOSE	1	JARDIM SÃO JOSE (1)
74494705	JARDIM SAO JOSE	1	JARDIM SÃO JOSÉ (1)
74494740	JARDIM SAO JOSE	1	JARDIM SÃO JOSÉ (1)
74494760	JARDIM SAO JOSE	1	JARDIM SÃO JOSÉ (1)
74494790	SANTA EFIGENIA	1	SANTA EFIGENIA (1)
74495028	RESIDENCIAL YTAPUA	1	RESIDENCIAL YTAPUÃ (1)
74495030	CONJUNTO VERA CRUZ	1	CONJUNTO VERA CRUZ (1)
74495032	RESIDENCIAL YTAPUA	1	RESIDENCIAL YTAPUÃ (1)
74495070	CONJUNTO VERA CRUZ	1	CONJUNTO VERA CRUZ (1)
74495110	CONJUNTO VERA CRUZ	1	CONJUNTO VERA CRUZ (1)
74495130	CONJUNTO VERA CRUZ	2	CONJUNTO VERA CRUZ (2)
74495140	CONJUNTO VERA CRUZ	2	CONJUNTO VERA CRUZ (2)
74495220	CONJUNTO VERA CRUZ	2	CONJUNTO VERA CRUZ (2)
74495240	CONJUNTO VERA CRUZ	1	CONJUNTO VERA CRUZ (1)
74495260	CONJUNTO VERA CRUZ	3	CONJUNTO VERA CRUZ (3)
74495300	CONJUNTO VERA CRUZ	1	CONJUNTO VERA CRUZ (1)
74495310	CONJUNTO VERA CRUZ	2	CONJUNTO VERA CRUZ (2)
74495360	CONJUNTO VERA CRUZ	1	CONJUNTO VERA CRUZ (1)
74495380	CONJUNTO VERA CRUZ	2	CONJUNTO VERA CRUZ (2)
74495390	CONJUNTO VERA CRUZ	1	CONJUNTO VERA CRUZ (1)
74495520	CONJUNTO VERA CRUZ	2	CONJUNTO VERA CRUZ (2)
74495540	CONJUNTO VERA CRUZ	2	CONJUNTO VERA CRUZ (2)
74495550	CONJUNTO VERA CRUZ	2	CONJUNTO VERA CRUZ (2)
74495610	CONJUNTO VERA CRUZ	1	CONJUNTO VERA CRUZ (1)
74495617	CONJUNTO VERA CRUZ	1	CONJUNTO VERA CRUZ (1)
74495740	DAS NACOES	2	SETOR DAS NAÇÕES (2)
74495810	DAS NACOES	1	SETOR DAS NAÇÕES (1)
74495841	RESIDENCIAL MENDANHA	1	RESIDENCIAL MENDANHA (1)
74495858	RESIDENCIAL MENDANHA	1	RESIDENCIAL MENDANHA (1)
74495873	RESIDENCIAL NOVA AURORA	1	RESIDENCIAL NOVA AURORA (1)
74495891	RESIDENCIAL NOVA AURORA	1	RESIDENCIAL NOVA AURORA (1)
74495893	RESIDENCIAL NOVA AURORA	1	RESIDENCIAL NOVA AURORA (1)
74495895	RESIDENCIAL NOVA AURORA	1	RESIDENCIAL NOVA AURORA (1)
74495897	RESIDENCIAL NOVA AURORA	2	RESIDENCIAL NOVA AURORA (2)
74496328	RESIDENCIAL TUZIMOTO	1	RESIDENCIAL TUZIMOTO (1)
74496332	RESIDENCIAL TUZIMOTO	1	RESIDENCIAL TUZIMOTO (1)
74523540	PROGRESSO	1	PROGRESSO (1)
74550132	PROGRESSO	1	SETOR PROGRESSO (1)
74550140	CENTRO OESTE	1	SETOR CENTRO OESTE (1)
74550580	PROGRESSO	1	SETOR PROGRESSO (1)
74555105	AEROVIARIO	1	SETOR AEROVIARIO (1)
74555554	ALBINO BOAVENTURA	2	ALBINO BOAVENTURA (2)
74555555	RESIDENCIAL SENADOR ALBINO BOAVENTURA	1	RESIDENCIAL SENADOR ALBINO BOAVENTURA (1)
74555560	RESIDENCIAL SENADOR ALBINO BOAVENTURA	1	RESIDENCIAL SENADOR ALBINO BOAVENTURA (1)
74555562	ALBINO BOAVENTURA	2	ALBINO BOAVENTURA (2)
74555598	ALBINO BOAVENTURA	1	ALBINO BOAVENTURA (1)
74558023	PERIM	1	PERIM (1)
74564524	MARABA	1	SETOR MARABÁ (1)
74565006	PANORAMA PARQUE	1	PANORAMA PARQUE (1)
74573160	SEVENE	2	SETOR SEVENE (2)
74573170	SEVENE	1	Setor Sevene (1)
74573180	CANDIDA DE MORAES	1	SETOR CANDIDA DE MORAES (1)
74573381	RESIDENCIAL HUGO DE MORAES	1	RESIDENCIAL HUGO DE MORAES (1)
74573386	RESIDENCIAL HUGO DE MORAES	1	RESIDENCIAL HUGO DE MORAES (1)
74573389	RESIDENCIAL HUGO DE MORAES	2	RESIDENCIAL HUGO DE MORAES (2)
74573390	SEVENE	2	SETOR SEVENE (2)
74573392	RESIDENCIAL HUGO DE MORAES	1	RESIDENCIAL HUGO DE MORAES (1)
74573394	RESIDENCIAL HUGO DE MORAES	1	RESIDENCIAL HUGO DE MORAES (1)
74573397	RESIDENCIAL HUGO DE MORAES	2	RESIDENCIAL HUGO DE MORAES (2)
74573398	RESIDENCIAL HUGO DE MORAES	5	RESIDENCIAL HUGO DE MORAES (5)
74573401	HUGO DE MORAES	1	HUGO DE MORAES (1)
74573402	RESIDENCIAL HUGO DE MORAES	5	Residencial Hugo de Moraes (5)
74573403	RESIDENCIAL HUGO DE MORAES	2	RESIDENCIAL HUGO DE MORAES (2)
74573424	RESIDENCIAL GUAREMA	1	RESIDENCIAL GUAREMA (1)
74575390	GENTIL MEIRELES	1	SETOR GENTIL MEIRELES (1)
74580000	PERIM	1	SETOR PERIM (1)
74580080	VILA CRISTINA	1	VILA CRISTINA (1)
74580150	PERIM	3	SETOR PERIM (3)
74580190	PERIM	7	SETOR PERIM (7)
74580200	PERIM	1	Setor Perim (1)
74580230	PERIM	3	SETOR PERIM (3)
74580260	PERIM	2	SETOR PERIM (2)
74580280	PERIM	2	SETOR PERIM (2)
74580290	PERIM	3	SETOR PERIM (3)
74580300	PERIM	2	SETOR PERIM (2)
74580330	PERIM	2	SETOR PERIM (2)
74580340	PERIM	5	SETOR PERIM (5)
74580350	PERIM	9	SETOR PERIM (9)
74580360	PERIM	6	SETOR PERIM (5) | PERIM (1)
74580370	PERIM	6	Setor Perim (6)
74580380	PERIM	3	SETOR PERIM (2) | PERIM (1)
74580390	PERIM	6	SETOR PERIM (6)
74580400	PERIM	3	SETOR PERIM (3)
74580440	VILA CLEMENTE	1	VILA CLEMENTE (1)
74580445	VILA SAO JOSE	1	VILA SÃO JOSE (1)
74580455	VILA CLEMENTE	2	VILA CLEMENTE (2)
74580460	VILA CLEMENTE	1	VILA CLEMENTE (1)
74580490	VILA CLEMENTE	3	VILA CLEMENTE (3)
74580500	PROGRESSO	3	SETOR PROGRESSO (3)
74580505	VILA CLEMENTE	1	VILA CLEMENTE (1)
74580510	PROGRESSO	3	SETOR PROGRESSO (3)
74580520	PROGRESSO	4	SETOR PROGRESSO (4)
74580530	PROGRESSO	1	SETOR PROGRESSO (1)
74580535	PROGRESSO	5	SETOR PROGRESSO (5)
74580540	PROGRESSO	4	SETOR PROGRESSO (4)
74580550	PROGRESSO	3	SETOR PROGRESSO (3)
74580560	PROGRESSO	3	SETOR PROGRESSO (3)
74580570	PROGRESSO	7	SETOR PROGRESSO (7)
74580580	PROGRESSO	2	SETOR PROGRESSO (2)
74580590	PERIM	1	SETOR PERIM (1)
74580600	PROGRESSO	5	SETOR PROGRESSO (5)
74580610	PROGRESSO	4	SETOR PROGRESSO (4)
74580620	PROGRESSO	1	SETOR PROGRESSO (1)
74580650	PROGRESSO	1	SETOR PROGRESSO (1)
74580660	PROGRESSO	8	SETOR PROGRESSO (8)
74580690	PROGRESSO	3	SETOR PROGRESSO (3)
74580710	PROGRESSO	4	SETOR PROGRESSO (4)
74580740	PROGRESSO	5	Setor Progresso (5)
74580760	RESIDENCIAL ITAMARACA	2	RESIDENCIAL ITAMARACA (2)
74580761	RESIDENCIAL ITAMARACA	1	Residencial Itamaracá (1)
74580765	RESIDENCIAL ITAMARACA	3	RESIDENCIAL ITAMARACÁ (3)
74580766	RESIDENCIAL ITAMARACA	1	Residencial Itamaracá (1)
74580790	RESIDENCIAL ITAMARACA	1	RESIDENCIAL ITAMARACÁ (1)
74580795	RESIDENCIAL ITAMARACA	1	Residencial Itamaracá (1)
74580800	PERIM	3	SETOR PERIM (2) | PERIM (1)
74580805	RESIDENCIAL ITAMARACA	1	RESIDENCIAL ITAMARACÁ (1)
74580810	RESIDENCIAL ITAMARACA	2	RESIDENCIAL ITAMARACÁ (2)
74580815	RESIDENCIAL ITAMARACA	7	RESIDENCIAL ITAMARACA (7)
74580825	RESIDENCIAL ITAMARACA	2	RESIDENCIAL ITAMARACÁ (2)
74580830	RESIDENCIAL ITAMARACA	5	RESIDENCIAL ITAMARACÁ (5)
74583000	RESIDENCIAL SENADOR ALBINO BOAVENTURA	1	RESIDENCIAL SENADOR ALBINO BOAVENTURA (1)
74583030	VILA MARIA DILCE	1	Vila Maria Dilce (1)
74583050	VILA MARIA DILCE	9	VILA MARIA DILCE (9)
74583060	VILA MARIA DILCE	6	VILA MARIA DILCE (6)
74583065	VILA MARIA DILCE	1	Vila Maria Dilce (1)
74583110	VILA MARIA DILCE	3	VILA MARIA DILCE (3)
74583115	VILA MARIA DILCE	2	VILA MARIA DILCE (2)
74583130	VILA MARIA DILCE	1	VILA MARIA DILCE (1)
74583135	PROGRESSO	1	SETOR PROGRESSO (1)
74583220	VILA JOAO VAZ	1	VILA JOÃO VAZ (1)
74583264	JARDIM SANTA CECILIA	1	JARDIM SANTA CECÍLIA (1)
74583285	EMPRESARIAL	1	SETOR EMPRESARIAL (1)
74583298	RESIDENCIAL RECREIO PANORAMA	1	Residencial Recreio Panorama (1)
74583350	EMPRESARIAL	7	SETOR EMPRESARIAL (7)
74583360	EMPRESARIAL	1	SETOR EMPRESARIAL (1)
74583650	EMPRESARIAL	1	SETOR EMPRESARIAL (1)
74583700	JARDIM GRAMADO	4	Jardim Gramado (4)
74583705	JARDIM GRAMADO	5	JARDIM GRAMADO (5)
74583710	JARDIM GRAMADO	2	JARDIM GRAMADO (2)
74583720	JARDIM GRAMADO	6	JARDIM GRAMADO (6)
74583725	JARDIM GRAMADO	7	JARDIM GRAMADO (7)
74583730	JARDIM GRAMADO	1	JARDIM  GRAMADO (1)
74583735	JARDIM GRAMADO	3	JARDIM GRAMADO (3)
74583750	JARDIM GRAMADO	1	JARDIM GRAMADO (1)
74583760	JARDIM GRAMADO	1	JARDIM GRAMADO (1)
74583765	JARDIM GRAMADO	1	JARDIM GRAMADO (1)
74584000	VILA CRISTINA	6	VILA CRISTINA (6)
74584010	VILA CRISTINA	2	VILA CRISTINA (2)
74584030	VILA CRISTINA	1	VILA CRISTINA (1)
74584040	VILA CRISTINA	1	VILA CRISTINA (1)
74584090	VILA CRISTINA	1	VILA CRISTINA (1)
74584235	VILA CRISTINA	3	VILA CRISTINA (3)
74584305	VILA CRISTINA EXTENSAO	1	VILA CRISTINA EXTENSÃO (1)
74584310	VILA CRISTINA EXTENSAO	2	VILA CRISTINA EXTENSÃO (2)
74590090	JARDIM BALNEARIO MEIA PONTE	1	JARDIM BALNEÁRIO MEIA PONTE (1)
74590360	JARDIM BALNEARIO MEIA PONTE	1	JARDIM BALNEÁRIO MEIA PONTE (1)
74590540	JARDIM BALNEARIO MEIA PONTE	1	Jardim Balneário Meia Ponte (1)
74590770	JARDIM BALNEARIO MEIA PONTE	1	Jardim Balneário Meia Ponte (1)
74591003	RESIDENCIAL BALNEARIO 2	1	Residencial Balneário 2 (1)
74593210	JARDIM BALNEARIO MEIA PONTE	1	Jardim Balneário Meia Ponte (1)
74593270	PARQUE DAS NACOES	1	Parque das Nações (1)
74594102	RESIDENCIAL BARRAVENTO	1	Residencial Barravento (1)
74594124	RESIDENCIAL BARRAVENTO	1	Residencial Barravento (1)
74594151	JARDIM BELVEDERE	1	Jardim Belvedere (1)
74594330	RESIDENCIAL JOSE VIANDELI	1	Residencial Jose Viandeli (1)
74595110	RESIDENCIAL MARIA LOURENCA	1	Residencial Maria Lourença (1)
74605020	LESTE UNIVERSITARIO	1	SETOR LESTE UNIVERSITÁRIO (1)
74620050	VILA MORAIS	3	VILA MORAIS (3)
74620060	VILA MORAIS	4	VILA MORAIS (4)
74620170	VILA MORAIS	1	Vila Morais (1)
74620190	VILA MORAIS	2	VILA MORAIS (2)
74620220	VILA MORAIS	3	VILA MORAIS (3)
74620230	VILA MORAIS	7	VILA MORAIS (7)
74620250	VILA MORAIS	1	VILA MORAIS (1)
74620260	VILA MORAIS	1	VILA MORAIS (1)
74620270	VILA MORAIS	1	VILA MORAIS (1)
74620280	VILA MORAIS	3	VILA MORAIS (3)
74620300	VILA MORAIS	1	VILA MORAIS (1)
74620310	VILA MORAIS	1	VILA MORAIS (1)
74620320	VILA MORAIS	7	VILA MORAIS (7)
74620330	VILA MORAIS	4	VILA MORAIS (4)
74620365	VILA MORAIS	1	VILA MORAIS (1)
74620375	VILA MORAIS	6	VILA MORAIS (6)
74620400	VILA MORAIS	3	VILA MORAIS (3)
74620410	VILA MORAIS	1	VILA MORAIS (1)
74630134	JARDIM NOVA ESPERANCA	1	JARDIM NOVA ESPERANÇA (1)
74635100	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74645527	MARABA	1	SETOR MARABÁ (1)
74655150	VILA MONTICELLI	1	VILA MONTICELLI (1)
74675380	RESIDENCIAL ANGLO	1	RESIDENCIAL ANGLO (1)
74675400	JARDIM NOVA ESPERANCA	1	JARDIM NOVA ESPERANÇA (1)
74680130	JARDIM COLORADO	1	JARDIM COLORADO (1)
74700170	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74703010	JARDIM NOVO MUNDO	2	JARDIM NOVO MUNDO (2)
74703020	JARDIM NOVO MUNDO	12	JARDIM NOVO MUNDO (12)
74703030	JARDIM NOVO MUNDO	2	JARDIM NOVO MUNDO (2)
74703060	JARDIM NOVO MUNDO	4	JARDIM NOVO MUNDO (4)
74703070	JARDIM NOVO MUNDO	2	JARDIM NOVO MUNDO (2)
74703080	JARDIM NOVO MUNDO	4	JARDIM NOVO MUNDO (4)
74703100	JARDIM NOVO MUNDO	3	JARDIM NOVO MUNDO (3)
74703118	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74703140	JARDIM NOVO MUNDO	2	JARDIM NOVO MUNDO (2)
74703210	VILA MARTINS	1	VILA MARTINS (1)
74703220	VILA MARTINS	3	VILA MARTINS (3)
74703230	VILA MARTINS	1	VILA MARTINS (1)
74703300	JARDIM CALIFORNIA PARQUE INDUSTRIAL	1	JARDIM CALIFÓRNIA PARQUE INDUSTRIAL (1)
74705010	JARDIM NOVO MUNDO	7	JARDIM NOVO MUNDO (7)
74705015	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74705020	JARDIM NOVO MUNDO	9	JARDIM NOVO MUNDO (9)
74705040	JARDIM NOVO MUNDO	3	JARDIM NOVO MUNDO (3)
74705050	JARDIM NOVO MUNDO	15	JARDIM NOVO MUNDO (14) | JARDIM  NOVO MUNDO (1)
74705070	JARDIM NOVO MUNDO	5	JARDIM NOVO MUNDO (5)
74705080	JARDIM NOVO MUNDO	2	JARDIM NOVO MUNDO (2)
74705100	JARDIM NOVO MUNDO	7	JARDIM NOVO MUNDO (7)
74705110	JARDIM NOVO MUNDO	6	JARDIM NOVO MUNDO (6)
74705120	JARDIM NOVO MUNDO	4	JARDIM NOVO MUNDO (4)
74705130	JARDIM NOVO MUNDO	6	JARDIM NOVO MUNDO (6)
74705140	JARDIM NOVO MUNDO	14	JARDIM NOVO MUNDO (14)
74705150	JARDIM NOVO MUNDO	17	JARDIM NOVO MUNDO (17)
74705160	JARDIM NOVO MUNDO	4	JARDIM NOVO MUNDO (4)
74705170	JARDIM NOVO MUNDO	16	JARDIM NOVO MUNDO (16)
74705180	JARDIM NOVO MUNDO	5	JARDIM NOVO MUNDO (5)
74705190	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74705200	JARDIM NOVO MUNDO	3	JARDIM NOVO MUNDO (3)
74705210	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74705220	JARDIM NOVO MUNDO	9	JARDIM NOVO MUNDO (9)
74705230	JARDIM NOVO MUNDO	3	JARDIM NOVO MUNDO (3)
74705240	JARDIM NOVO MUNDO	7	JARDIM NOVO MUNDO (6) | JD. NOVO MUNDO (1)
74705250	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74705270	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74705280	JARDIM NOVO MUNDO	4	JARDIM NOVO MUNDO (4)
74705290	JARDIM NOVO MUNDO	3	JARDIM NOVO MUNDO (3)
74705300	JARDIM NOVO MUNDO	3	JARDIM NOVO MUNDO (3)
74705310	JARDIM NOVO MUNDO	1	Jardim Novo Mundo (1)
74705340	JARDIM NOVO MUNDO	3	JARDIM NOVO MUNDO (3)
74710010	JARDIM NOVO MUNDO	23	JARDIM NOVO MUNDO (23)
74710040	JARDIM NOVO MUNDO	3	JARDIM NOVO MUNDO (3)
74710050	JARDIM NOVO MUNDO	16	JARDIM NOVO MUNDO (16)
74710060	JARDIM NOVO MUNDO	13	JARDIM NOVO MUNDO (13)
74710070	JARDIM NOVO MUNDO	12	JARDIM NOVO MUNDO (12)
74710080	JARDIM NOVO MUNDO	8	JARDIM NOVO MUNDO (8)
74710090	JARDIM NOVO MUNDO	4	JARDIM NOVO MUNDO (4)
74710100	JARDIM NOVO MUNDO	4	JARDIM NOVO MUNDO (4)
74710120	JARDIM NOVO MUNDO	4	JARDIM NOVO MUNDO (4)
74710130	JARDIM NOVO MUNDO	8	JARDIM NOVO MUNDO (8)
74710140	JARDIM NOVO MUNDO	3	JARDIM NOVO MUNDO (3)
74710170	JARDIM NOVO MUNDO	1	Jardim Novo Mundo (1)
74710180	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74710200	JARDIM NOVO MUNDO	7	JARDIM NOVO MUNDO (7)
74710210	JARDIM NOVO MUNDO	2	JARDIM NOVO MUNDO (2)
74710220	JARDIM NOVO MUNDO	2	JARDIM NOVO MUNDO (2)
74710230	JARDIM NOVO MUNDO	2	JARDIM NOVO MUNDO (2)
74710240	JARDIM NOVO MUNDO	13	JARDIM NOVO MUNDO (12) | JARDIM  NOVO MUNDO (1)
74710250	JARDIM NOVO MUNDO	2	JARDIM NOVO MUNDO (2)
74710263	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74710264	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74710265	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74710267	JARDIM NOVO MUNDO	3	JARDIM NOVO MUNDO (3)
74710268	JARDIM NOVO MUNDO	1	Jardim novo mundo (1)
74710302	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74710304	JARDIM NOVO MUNDO	2	JARDIM NOVO MUNDO (2)
74710320	JARDIM NOVO MUNDO	4	JARDIM NOVO MUNDO (4)
74710360	JARDIM NOVO MUNDO	15	JARDIM NOVO MUNDO (14) | JARDIM  NOVO MUNDO (1)
74710370	JARDIM NOVO MUNDO	1	Jardim Novo Mundo (1)
74710375	JARDIM NOVO MUNDO	1	Jardim Novo Mundo (1)
74710380	JARDIM NOVO MUNDO	6	JARDIM NOVO MUNDO (6)
74710400	JARDIM NOVO MUNDO	8	JARDIM NOVO MUNDO (8)
74710420	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74710430	JARDIM NOVO MUNDO	1	Jardim Novo Mundo (1)
74710450	JARDIM NOVO MUNDO	2	JARDIM NOVO MUNDO (2)
74710460	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74710470	JARDIM NOVO MUNDO	7	JARDIM NOVO MUNDO (7)
74711010	VILA BANDEIRANTES	2	VILA BANDEIRANTES (2)
74711040	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74711507	AGUA BRANCA	1	ÁGUA BRANCA (1)
74713080	VILA ROMANA	1	VILA ROMANA (1)
74713110	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74713189	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74713190	JARDIM NOVO MUNDO	2	JARDIM NOVO MUNDO (2)
74713200	JARDIM NOVO MUNDO	8	JARDIM NOVO MUNDO (8)
74713210	JARDIM NOVO MUNDO	17	JARDIM NOVO MUNDO (17)
74713240	JARDIM NOVO MUNDO	5	JARDIM NOVO MUNDO (5)
74713250	JARDIM NOVO MUNDO	8	JARDIM NOVO MUNDO (8)
74713280	JARDIM NOVO MUNDO	6	JARDIM NOVO MUNDO (6)
74713290	JARDIM NOVO MUNDO	2	JARDIM NOVO MUNDO (2)
74713300	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74713330	JARDIM NOVO MUNDO	3	JARDIM NOVO MUNDO (3)
74713360	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74713380	JARDIM NOVO MUNDO	3	JARDIM NOVO MUNDO (3)
74713390	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74713420	JARDIM NOVO MUNDO	6	JARDIM NOVO MUNDO (6)
74715010	JARDIM NOVO MUNDO	5	JARDIM NOVO MUNDO (5)
74715020	JARDIM NOVO MUNDO	1	JARDIM NOVO MUNDO (1)
74715040	JARDIM NOVO MUNDO	7	JARDIM NOVO MUNDO (7)
74715060	JARDIM NOVO MUNDO	2	JARDIM NOVO MUNDO (2)
74715070	JARDIM NOVO MUNDO	1	Jardim Novo Mundo (1)
